processed_words,model_name,retry_count,turn_count,success_failure
caver,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,0,4,SUCCESS
yayas,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,6,6,FAIL
mhorr,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,6,6,FAIL
notum,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,3,6,SUCCESS
riqqs,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,1,6,FAIL
binit,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,5,6,FAIL
raggs,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,0,6,FAIL
rayed,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,1,6,FAIL
urdee,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,1,6,FAIL
hatty,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,3,6,FAIL
stoep,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,6,6,FAIL
debes,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,1,6,FAIL
linds,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,0,6,FAIL
teils,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,3,6,FAIL
ginzo,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,1,6,FAIL
entre,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,2,6,FAIL
menil,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,8,6,FAIL
troak,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,0,6,FAIL
daals,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,8,6,FAIL
seron,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,7,6,FAIL
kipsy,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,2,6,FAIL
kynds,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,12,6,FAIL
liens,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,1,6,FAIL
smalm,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,0,6,FAIL
avens,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,2,6,FAIL
roose,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,2,6,FAIL
surfy,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,0,4,SUCCESS
floes,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,0,6,FAIL
niffy,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,1,6,FAIL
agila,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,5,6,FAIL
falsy,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,1,6,FAIL
dovie,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,4,6,FAIL
skeen,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,0,5,SUCCESS
carby,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,2,6,FAIL
papad,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,3,6,FAIL
rioty,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,8,6,FAIL
dongs,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,1,4,SUCCESS
pyins,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,6,6,FAIL
sewin,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,0,6,FAIL
douma,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,0,5,SUCCESS
boult,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,1,6,SUCCESS
slugs,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,1,4,SUCCESS
trews,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,0,5,SUCCESS
puuko,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,10,6,FAIL
plein,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,0,6,FAIL
neeze,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,5,6,FAIL
pubis,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,8,6,FAIL
wauff,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,0,6,FAIL
eyots,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,1,6,FAIL
lammy,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,0,5,SUCCESS
crowl,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,2,6,FAIL
exier,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,2,6,FAIL
phooh,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,0,6,FAIL
zoaea,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,0,6,FAIL
sexts,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,5,6,FAIL
domal,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,0,6,FAIL
snowk,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,0,6,FAIL
agogo,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,0,6,FAIL
snobs,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,1,6,FAIL
pocky,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,1,3,SUCCESS
bundu,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,4,6,FAIL
paolo,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,2,6,FAIL
gimme,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,4,6,FAIL
leish,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,3,6,FAIL
jubas,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,1,6,FAIL
bardo,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,1,5,SUCCESS
woald,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,9,6,FAIL
yucks,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,0,6,FAIL
nibby,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,0,6,SUCCESS
drips,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,0,5,SUCCESS
swabs,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,0,6,FAIL
torah,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,1,4,SUCCESS
paved,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,1,6,FAIL
mirls,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,0,6,FAIL
druxy,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,2,6,FAIL
nepit,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,0,6,FAIL
souly,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,3,6,FAIL
salop,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,0,5,SUCCESS
thots,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,4,6,FAIL
cohab,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,11,6,FAIL
oarer,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,1,6,FAIL
mawed,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,0,6,FAIL
wytes,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,8,6,FAIL
poste,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,0,6,FAIL
bowie,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,2,6,SUCCESS
hikes,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,1,6,FAIL
afore,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,4,6,FAIL
nokes,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,0,6,FAIL
tarka,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,4,6,FAIL
mangi,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,2,6,FAIL
serry,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,3,6,FAIL
ricks,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,5,6,FAIL
burbs,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,0,6,FAIL
namad,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,9,6,FAIL
orate,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,0,2,SUCCESS
rines,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,0,4,SUCCESS
oinks,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,3,6,FAIL
hosen,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,2,6,SUCCESS
samfi,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,5,6,FAIL
wojus,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,5,6,FAIL
aurum,/mnt/ssd2/shreyansh/models/llama32/exp_2025-08-21T16:07:26_llama32_3b_fsdp_attn_fsdp2_torch_compile_dcp_kimi_k2_v2_sft/epoch_5/merged_hf,2,6,FAIL
