word,num_rows,is_successful
toxin,4,SUCCESS
idler,6,FAIL
kitty,4,SUCCESS
alive,4,SUCCESS
HALVE,6,SUCCESS
naive,4,SUCCESS
STILL,3,SUCCESS
tonal,4,SUCCESS
PAYER,6,FAIL
GAMER,4,SUCCESS
value,5,SUCCESS
rupee,6,FAIL
LEERY,6,FAIL
AGAIN,6,FAIL
payer,3,SUCCESS
arson,3,SUCCESS
WITTY,4,SUCCESS
karma,4,SUCCESS
heath,5,SUCCESS
POUTY,3,SUCCESS
smelt,4,SUCCESS
APTLY,3,SUCCESS
itchy,4,SUCCESS
TERRA,4,SUCCESS
SMEAR,4,SUCCESS
crick,5,SUCCESS
RASPY,3,SUCCESS
MADAM,6,FAIL
alone,4,SUCCESS
short,5,SUCCESS
PENAL,4,SUCCESS
DEVIL,5,SUCCESS
kayak,6,FAIL
slope,3,SUCCESS
koala,6,FAIL
mauve,6,SUCCESS
alert,6,FAIL
scout,5,SUCCESS
aglow,5,SUCCESS
mecca,6,FAIL
fussy,5,SUCCESS
vying,6,SUCCESS
derby,3,SUCCESS
ALLEY,6,FAIL
cheer,6,SUCCESS
troll,4,SUCCESS
LEVER,6,FAIL
CHECK,3,SUCCESS
OCTET,6,FAIL
RUDER,5,SUCCESS
radio,3,SUCCESS
KNEAD,4,SUCCESS
ALPHA,5,SUCCESS
built,4,SUCCESS
SCOLD,3,SUCCESS
VITAL,6,SUCCESS
PINKY,3,SUCCESS
whirl,6,FAIL
mound,3,SUCCESS
swill,6,FAIL
tweak,3,SUCCESS
WIDEN,3,SUCCESS
CAPUT,5,SUCCESS
tilde,4,SUCCESS
PARTY,4,SUCCESS
DIVER,5,SUCCESS
axiom,6,FAIL
cavil,5,SUCCESS
whine,3,SUCCESS
COCOA,6,FAIL
dopey,5,SUCCESS
parse,2,SUCCESS
VISIT,6,FAIL
gruel,5,SUCCESS
TENET,6,SUCCESS
AWASH,4,SUCCESS
whiny,4,SUCCESS
FAVOR,5,SUCCESS
FRILL,4,SUCCESS
halve,6,FAIL
scamp,5,SUCCESS
focus,4,SUCCESS
MANGA,6,FAIL
earth,2,SUCCESS
begat,6,SUCCESS
VERGE,6,SUCCESS
super,4,SUCCESS
SWORN,5,SUCCESS
FROZE,6,SUCCESS
STUFF,6,SUCCESS
fixer,6,FAIL
debug,6,SUCCESS
AUDIO,6,FAIL
badly,5,SUCCESS
shaft,4,SUCCESS
phase,3,SUCCESS
grief,5,SUCCESS
SLUNG,3,SUCCESS
bicep,6,SUCCESS
WAIST,6,SUCCESS
ennui,4,SUCCESS
tarot,6,FAIL
shire,5,SUCCESS
LEGAL,4,SUCCESS
VIGIL,5,SUCCESS
WROTE,6,FAIL
LASSO,3,SUCCESS
SWAMP,4,SUCCESS
TOPAZ,4,SUCCESS
macro,3,SUCCESS
chasm,3,SUCCESS
venom,4,SUCCESS
TACKY,5,SUCCESS
delve,4,SUCCESS
MAYBE,6,FAIL
RIDGE,3,SUCCESS
WASTE,6,FAIL
AZURE,6,FAIL
SWOOP,5,SUCCESS
unwed,4,SUCCESS
whack,4,SUCCESS
MORON,4,SUCCESS
PARER,6,FAIL
elect,3,SUCCESS
STOOL,6,SUCCESS
gamut,4,SUCCESS
tempo,3,SUCCESS
human,3,SUCCESS
jelly,5,SUCCESS
MELON,4,SUCCESS
BEADY,3,SUCCESS
chili,5,SUCCESS
LOWER,6,SUCCESS
ruder,6,FAIL
lever,5,SUCCESS
broil,5,SUCCESS
AUDIT,3,SUCCESS
RALLY,4,SUCCESS
CREAK,5,SUCCESS
PRAWN,5,SUCCESS
HATER,5,SUCCESS
sharp,5,SUCCESS
DOWEL,4,SUCCESS
turbo,4,SUCCESS
SPICE,3,SUCCESS
brief,5,SUCCESS
bayou,4,SUCCESS
pound,5,SUCCESS
GUIDE,5,SUCCESS
APNEA,6,FAIL
ALOUD,4,SUCCESS
penny,6,SUCCESS
watch,6,FAIL
tally,6,FAIL
RHINO,4,SUCCESS
guard,3,SUCCESS
GRASS,6,FAIL
siege,6,SUCCESS
tenth,4,SUCCESS
THANK,3,SUCCESS
CONDO,6,FAIL
dodgy,6,FAIL
lemur,4,SUCCESS
BALER,4,SUCCESS
EPOXY,4,SUCCESS
AORTA,4,SUCCESS
THROB,5,SUCCESS
IVORY,6,FAIL
ELIDE,5,SUCCESS
TOTEM,4,SUCCESS
rabid,3,SUCCESS
owing,5,SUCCESS
MERIT,3,SUCCESS
TRIAD,5,SUCCESS
EDICT,4,SUCCESS
FEAST,4,SUCCESS
DIODE,6,FAIL
SPURT,4,SUCCESS
INNER,5,SUCCESS
MONTH,5,SUCCESS
HYMEN,5,SUCCESS
knelt,4,SUCCESS
ferry,6,FAIL
VALID,4,SUCCESS
broth,5,SUCCESS
unzip,4,SUCCESS
DECOY,4,SUCCESS
savvy,6,FAIL
CRUSH,6,SUCCESS
FLAME,5,SUCCESS
FOYER,5,SUCCESS
forum,3,SUCCESS
rodeo,5,SUCCESS
amass,6,FAIL
spoof,5,SUCCESS
couch,5,SUCCESS
cater,6,FAIL
STEIN,2,SUCCESS
COACH,6,FAIL
cocoa,6,FAIL
STOLE,6,FAIL
MAMMA,6,FAIL
unset,4,SUCCESS
NAVEL,5,SUCCESS
surly,3,SUCCESS
BLOCK,3,SUCCESS
novel,5,SUCCESS
WHALE,5,SUCCESS
DRILL,4,SUCCESS
silly,4,SUCCESS
ANTIC,4,SUCCESS
epoch,4,SUCCESS
flare,3,SUCCESS
KNEED,4,SUCCESS
bribe,3,SUCCESS
QUOTH,4,SUCCESS
slosh,6,FAIL
VISTA,4,SUCCESS
RAYON,4,SUCCESS
mirth,5,SUCCESS
TAROT,6,FAIL
tonic,3,SUCCESS
BEGIN,6,FAIL
smock,4,SUCCESS
tepee,6,FAIL
shorn,2,SUCCESS
SIGHT,4,SUCCESS
VIGOR,5,SUCCESS
rebus,3,SUCCESS
BUGLE,4,SUCCESS
theft,5,SUCCESS
bleat,5,SUCCESS
TEPEE,6,SUCCESS
howdy,4,SUCCESS
MANGY,4,SUCCESS
alley,6,FAIL
piece,6,FAIL
BOUND,3,SUCCESS
GLARE,6,SUCCESS
FICUS,6,SUCCESS
swoon,6,SUCCESS
AMEND,3,SUCCESS
READY,3,SUCCESS
GLAZE,6,FAIL
score,4,SUCCESS
fetal,3,SUCCESS
motel,4,SUCCESS
flout,3,SUCCESS
dandy,6,FAIL
ARBOR,4,SUCCESS
BOOTH,4,SUCCESS
PATCH,5,SUCCESS
depth,4,SUCCESS
SHYLY,4,SUCCESS
ABACK,3,SUCCESS
BLIND,4,SUCCESS
filet,5,SUCCESS
REACT,5,SUCCESS
ALERT,6,FAIL
doing,3,SUCCESS
ninth,4,SUCCESS
PUSHY,3,SUCCESS
FIFTH,5,SUCCESS
singe,5,SUCCESS
shale,4,SUCCESS
cleat,4,SUCCESS
IDEAL,5,SUCCESS
DIRTY,3,SUCCESS
poser,4,SUCCESS
primo,3,SUCCESS
dream,4,SUCCESS
masse,5,SUCCESS
storm,3,SUCCESS
SNOWY,6,SUCCESS
decor,4,SUCCESS
basis,5,SUCCESS
UPPER,6,SUCCESS
METRO,5,SUCCESS
hatch,6,FAIL
rerun,6,FAIL
learn,5,SUCCESS
RIGID,4,SUCCESS
SPEAR,4,SUCCESS
BEAST,6,FAIL
hilly,4,SUCCESS
DECRY,6,SUCCESS
SHONE,3,SUCCESS
roger,4,SUCCESS
detox,6,FAIL
BEACH,6,FAIL
TROVE,5,SUCCESS
slang,4,SUCCESS
hyena,6,SUCCESS
coven,4,SUCCESS
WEIRD,3,SUCCESS
PLANE,4,SUCCESS
YIELD,5,SUCCESS
twine,3,SUCCESS
AVERT,3,SUCCESS
sneer,6,SUCCESS
razor,4,SUCCESS
DRYLY,4,SUCCESS
GLIDE,5,SUCCESS
SPEED,6,FAIL
AWAIT,5,SUCCESS
skulk,6,SUCCESS
click,5,SUCCESS
deity,4,SUCCESS
QUOTA,6,SUCCESS
umbra,6,FAIL
BRASS,4,SUCCESS
heist,6,SUCCESS
space,3,SUCCESS
truer,6,FAIL
SNACK,6,SUCCESS
skier,6,SUCCESS
brine,2,SUCCESS
PATTY,5,SUCCESS
SCONE,3,SUCCESS
guava,5,SUCCESS
SPERM,4,SUCCESS
STAGE,4,SUCCESS
SYNOD,4,SUCCESS
SMOKE,4,SUCCESS
strut,5,SUCCESS
VERVE,6,SUCCESS
SHARE,2,SUCCESS
hoist,5,SUCCESS
leapt,3,SUCCESS
study,5,SUCCESS
GLINT,4,SUCCESS
SHADE,5,SUCCESS
CADDY,4,SUCCESS
shiny,4,SUCCESS
VIXEN,6,FAIL
SIEVE,6,FAIL
PIPER,6,FAIL
gassy,6,SUCCESS
angle,3,SUCCESS
tease,4,SUCCESS
ASIDE,2,SUCCESS
speak,4,SUCCESS
LEACH,4,SUCCESS
drawn,5,SUCCESS
maple,4,SUCCESS
daddy,6,FAIL
covet,5,SUCCESS
REARM,4,SUCCESS
three,5,SUCCESS
WEEDY,6,FAIL
PARKA,5,SUCCESS
BIBLE,6,FAIL
USING,6,FAIL
DIARY,4,SUCCESS
BRINY,4,SUCCESS
spook,5,SUCCESS
OVARY,6,FAIL
BRAWL,3,SUCCESS
dicey,6,SUCCESS
GAUGE,5,SUCCESS
ANGER,4,SUCCESS
FRAUD,5,SUCCESS
basic,5,SUCCESS
CRAWL,6,FAIL
NATAL,5,SUCCESS
SKIFF,4,SUCCESS
WAXEN,6,FAIL
vicar,5,SUCCESS
CHUTE,5,SUCCESS
ditty,5,SUCCESS
label,6,FAIL
BINGO,6,SUCCESS
FLUNG,4,SUCCESS
barge,6,SUCCESS
guide,6,FAIL
lithe,4,SUCCESS
undid,6,FAIL
SPOUT,4,SUCCESS
OUNCE,4,SUCCESS
MECCA,5,SUCCESS
CHEAP,5,SUCCESS
MAJOR,5,SUCCESS
expel,6,FAIL
BRUSH,4,SUCCESS
WAFER,6,FAIL
alarm,6,FAIL
civic,5,SUCCESS
sinew,4,SUCCESS
fleck,3,SUCCESS
puppy,6,FAIL
BELLE,4,SUCCESS
tulle,6,FAIL
undue,5,SUCCESS
FRAIL,5,SUCCESS
beady,6,FAIL
WAVER,6,FAIL
LAUGH,5,SUCCESS
knife,5,SUCCESS
raven,3,SUCCESS
THOSE,3,SUCCESS
pinch,4,SUCCESS
trail,3,SUCCESS
money,3,SUCCESS
IMBUE,6,SUCCESS
shall,4,SUCCESS
CROOK,4,SUCCESS
SUMAC,5,SUCCESS
poker,5,SUCCESS
MOVER,4,SUCCESS
fiber,6,SUCCESS
AMBER,5,SUCCESS
QUASH,3,SUCCESS
brake,4,SUCCESS
SPIEL,6,SUCCESS
QUACK,6,FAIL
cairn,3,SUCCESS
GLOAT,5,SUCCESS
annex,6,FAIL
OZONE,6,FAIL
scree,5,SUCCESS
mourn,6,SUCCESS
FOCUS,6,FAIL
boozy,6,FAIL
THICK,5,SUCCESS
TAKER,5,SUCCESS
baton,4,SUCCESS
CURIO,3,SUCCESS
MACHO,3,SUCCESS
cluck,5,SUCCESS
build,3,SUCCESS
brute,4,SUCCESS
SCANT,3,SUCCESS
query,6,FAIL
sloth,4,SUCCESS
BEGET,5,SUCCESS
offal,6,FAIL
valor,5,SUCCESS
loamy,4,SUCCESS
creed,5,SUCCESS
HABIT,4,SUCCESS
lover,6,SUCCESS
ELDER,5,SUCCESS
AROSE,3,SUCCESS
retry,4,SUCCESS
PARRY,6,FAIL
point,6,SUCCESS
canal,5,SUCCESS
HEAVE,6,FAIL
ghoul,6,FAIL
imply,3,SUCCESS
LEECH,6,FAIL
fault,4,SUCCESS
excel,6,FAIL
shout,4,SUCCESS
PURER,6,SUCCESS
cease,6,FAIL
PORCH,4,SUCCESS
clasp,6,FAIL
libel,5,SUCCESS
roomy,6,SUCCESS
livid,6,FAIL
EXILE,6,FAIL
ghost,4,SUCCESS
lipid,5,SUCCESS
bleak,3,SUCCESS
buggy,5,SUCCESS
GROWL,4,SUCCESS
gnash,6,FAIL
CHAIN,3,SUCCESS
SWELL,6,FAIL
pouch,3,SUCCESS
EVOKE,6,FAIL
brink,4,SUCCESS
SCALD,4,SUCCESS
LATTE,6,FAIL
grove,3,SUCCESS
edify,4,SUCCESS
EMPTY,4,SUCCESS
POPPY,6,FAIL
lobby,6,SUCCESS
WORSE,6,SUCCESS
WORTH,6,FAIL
risen,3,SUCCESS
abide,4,SUCCESS
showy,5,SUCCESS
store,4,SUCCESS
SLURP,4,SUCCESS
nurse,4,SUCCESS
blurb,6,SUCCESS
batty,5,SUCCESS
coast,3,SUCCESS
sooth,4,SUCCESS
crony,3,SUCCESS
SPREE,6,SUCCESS
LEASH,4,SUCCESS
PRIME,4,SUCCESS
hound,5,SUCCESS
DEMUR,4,SUCCESS
occur,4,SUCCESS
WORDY,5,SUCCESS
LYMPH,5,SUCCESS
SOAPY,4,SUCCESS
biome,6,SUCCESS
salsa,6,SUCCESS
chess,6,FAIL
rocky,3,SUCCESS
scoop,6,FAIL
nomad,5,SUCCESS
TRIED,3,SUCCESS
ENVOY,4,SUCCESS
terse,4,SUCCESS
TRASH,3,SUCCESS
SPILT,5,SUCCESS
LOCAL,4,SUCCESS
defer,5,SUCCESS
GRAPH,4,SUCCESS
RURAL,6,FAIL
geeky,6,FAIL
SLIDE,6,SUCCESS
ARROW,3,SUCCESS
AWARD,6,FAIL
ACORN,3,SUCCESS
DOUBT,4,SUCCESS
wimpy,5,SUCCESS
STOCK,4,SUCCESS
EJECT,5,SUCCESS
RADII,6,FAIL
uncut,6,FAIL
HORNY,5,SUCCESS
FUDGE,4,SUCCESS
SLOOP,6,FAIL
eerie,6,FAIL
evade,6,FAIL
EXCEL,6,FAIL
armor,5,SUCCESS
gnome,6,FAIL
LORRY,3,SUCCESS
rivet,3,SUCCESS
SUGAR,2,SUCCESS
beret,2,SUCCESS
DITTO,4,SUCCESS
beech,5,SUCCESS
beast,3,SUCCESS
MODEM,5,SUCCESS
LIVER,4,SUCCESS
verse,6,FAIL
burnt,4,SUCCESS
payee,6,FAIL
PANSY,4,SUCCESS
missy,6,FAIL
piper,6,SUCCESS
seize,6,FAIL
refit,6,SUCCESS
SHALT,4,SUCCESS
BONUS,4,SUCCESS
STOKE,5,SUCCESS
frock,3,SUCCESS
dodge,6,FAIL
STEAM,6,FAIL
SPARK,6,FAIL
sunny,6,SUCCESS
swell,6,FAIL
FORGE,3,SUCCESS
haven,4,SUCCESS
CINCH,4,SUCCESS
SHOCK,6,FAIL
GRAFT,5,SUCCESS
fence,4,SUCCESS
willy,6,FAIL
HOWDY,6,FAIL
hippo,5,SUCCESS
pixel,4,SUCCESS
drone,3,SUCCESS
BLAST,4,SUCCESS
mushy,6,FAIL
ETHER,4,SUCCESS
GRATE,6,FAIL
CHURN,3,SUCCESS
ABASE,3,SUCCESS
murky,5,SUCCESS
SAPPY,5,SUCCESS
swift,4,SUCCESS
layer,6,FAIL
FRITZ,5,SUCCESS
unite,3,SUCCESS
trump,5,SUCCESS
dowry,5,SUCCESS
child,4,SUCCESS
worry,5,SUCCESS
MIMIC,6,SUCCESS
snuck,5,SUCCESS
cache,5,SUCCESS
quote,5,SUCCESS
crane,1,SUCCESS
EXERT,5,SUCCESS
below,4,SUCCESS
march,6,FAIL
wrote,6,FAIL
rebel,6,SUCCESS
dealt,3,SUCCESS
TIMID,3,SUCCESS
SPOON,4,SUCCESS
waive,6,FAIL
HUMOR,4,SUCCESS
beefy,6,SUCCESS
louse,4,SUCCESS
speck,3,SUCCESS
hobby,6,FAIL
TRACK,4,SUCCESS
COWER,6,SUCCESS
other,5,SUCCESS
KIOSK,5,SUCCESS
hutch,6,FAIL
GONAD,5,SUCCESS
GRAPE,4,SUCCESS
poise,3,SUCCESS
MEALY,4,SUCCESS
SAUCE,3,SUCCESS
inane,4,SUCCESS
fluid,4,SUCCESS
REGAL,5,SUCCESS
TRADE,6,FAIL
crawl,5,SUCCESS
TYING,6,SUCCESS
CHOIR,4,SUCCESS
finer,6,FAIL
DAISY,5,SUCCESS
chard,5,SUCCESS
WIDER,4,SUCCESS
PROVE,5,SUCCESS
VOILA,5,SUCCESS
ODDLY,5,SUCCESS
BERRY,6,FAIL
adapt,3,SUCCESS
ERECT,6,FAIL
brash,3,SUCCESS
brick,3,SUCCESS
TASTY,4,SUCCESS
alter,3,SUCCESS
kneel,6,SUCCESS
FOGGY,6,SUCCESS
GUEST,6,SUCCESS
enter,6,SUCCESS
afire,6,SUCCESS
adopt,3,SUCCESS
lower,6,FAIL
ratio,2,SUCCESS
DEIGN,6,SUCCESS
caste,3,SUCCESS
pupil,5,SUCCESS
ebony,5,SUCCESS
gruff,5,SUCCESS
EMCEE,6,SUCCESS
APPLE,6,SUCCESS
HYDRO,5,SUCCESS
CLAIM,2,SUCCESS
SMOTE,5,SUCCESS
skill,4,SUCCESS
prose,6,SUCCESS
depot,4,SUCCESS
berry,6,FAIL
CRIER,4,SUCCESS
hotly,5,SUCCESS
HAZEL,4,SUCCESS
DROWN,4,SUCCESS
roost,4,SUCCESS
flint,3,SUCCESS
weedy,6,FAIL
STEED,5,SUCCESS
swore,5,SUCCESS
FINCH,4,SUCCESS
STICK,6,SUCCESS
INBOX,5,SUCCESS
GLADE,6,SUCCESS
CEASE,6,FAIL
tonga,6,FAIL
FLUSH,3,SUCCESS
CLEFT,3,SUCCESS
moose,5,SUCCESS
SHARD,2,SUCCESS
CRAZE,6,FAIL
dress,4,SUCCESS
gamma,5,SUCCESS
DREAD,4,SUCCESS
shave,6,FAIL
frank,3,SUCCESS
caper,6,FAIL
GOURD,4,SUCCESS
today,4,SUCCESS
surge,5,SUCCESS
DRAFT,5,SUCCESS
demon,4,SUCCESS
brawn,5,SUCCESS
SNAKY,4,SUCCESS
upset,6,SUCCESS
salvo,3,SUCCESS
grass,6,FAIL
NIGHT,4,SUCCESS
CRYPT,6,SUCCESS
ROUGH,3,SUCCESS
HEDGE,4,SUCCESS
FORCE,3,SUCCESS
AWAKE,3,SUCCESS
CHIDE,4,SUCCESS
EVERY,6,SUCCESS
CRANK,2,SUCCESS
STIFF,5,SUCCESS
witch,6,FAIL
BULLY,6,FAIL
CLAMP,4,SUCCESS
grope,5,SUCCESS
MANGE,4,SUCCESS
HIPPY,5,SUCCESS
CUBIC,4,SUCCESS
annul,5,SUCCESS
TRULY,4,SUCCESS
SHANK,4,SUCCESS
humph,5,SUCCESS
YOUTH,5,SUCCESS
SAUCY,4,SUCCESS
HOMER,4,SUCCESS
agape,5,SUCCESS
grill,3,SUCCESS
thyme,3,SUCCESS
BLINK,4,SUCCESS
FUZZY,5,SUCCESS
SURER,4,SUCCESS
BOTCH,3,SUCCESS
DELAY,5,SUCCESS
SCALP,3,SUCCESS
DINGO,4,SUCCESS
hairy,6,SUCCESS
MURAL,5,SUCCESS
VALET,5,SUCCESS
chant,3,SUCCESS
INLAY,5,SUCCESS
BADGE,5,SUCCESS
idiot,4,SUCCESS
MOULT,5,SUCCESS
fjord,5,SUCCESS
UMBRA,6,FAIL
TOXIC,4,SUCCESS
blaze,6,SUCCESS
RANCH,3,SUCCESS
house,2,SUCCESS
FILLY,4,SUCCESS
rowdy,6,SUCCESS
early,3,SUCCESS
dozen,5,SUCCESS
femme,4,SUCCESS
prank,6,SUCCESS
SKIRT,4,SUCCESS
PUNCH,4,SUCCESS
count,5,SUCCESS
ultra,3,SUCCESS
older,4,SUCCESS
parer,6,FAIL
SPOKE,5,SUCCESS
junto,6,FAIL
thorn,3,SUCCESS
GAYLY,5,SUCCESS
FETUS,6,SUCCESS
crimp,4,SUCCESS
SPORT,5,SUCCESS
dryer,6,FAIL
shape,6,FAIL
SCOWL,4,SUCCESS
RUMOR,6,FAIL
fritz,6,FAIL
PIQUE,6,FAIL
habit,6,FAIL
METAL,3,SUCCESS
aging,5,SUCCESS
SAVOY,6,FAIL
proud,4,SUCCESS
eclat,4,SUCCESS
SHIED,6,SUCCESS
TITAN,5,SUCCESS
DROLL,5,SUCCESS
plier,5,SUCCESS
hello,6,FAIL
ROACH,5,SUCCESS
CHUNK,3,SUCCESS
