word,num_rows,is_successful
ruddy,4,SUCCESS
PUBIC,4,SUCCESS
FUNKY,4,SUCCESS
juicy,3,SUCCESS
QUILT,4,SUCCESS
FLORA,3,SUCCESS
CRIMP,3,SUCCESS
DECAY,4,SUCCESS
MERGE,5,SUCCESS
hover,6,FAIL
ramen,6,FAIL
qualm,4,SUCCESS
nasty,3,SUCCESS
UNTIL,4,SUCCESS
HEARD,2,SUCCESS
vocal,5,SUCCESS
PLATE,5,SUCCESS
vinyl,4,SUCCESS
HARSH,6,FAIL
fella,4,SUCCESS
ROAST,3,SUCCESS
slurp,4,SUCCESS
gawky,5,SUCCESS
CRONY,3,SUCCESS
fatty,5,SUCCESS
GRUFF,3,SUCCESS
SKUNK,6,SUCCESS
BULGE,4,SUCCESS
medic,4,SUCCESS
MOVIE,4,SUCCESS
stack,4,SUCCESS
clump,3,SUCCESS
brunt,4,SUCCESS
TRITE,4,SUCCESS
OLDEN,6,SUCCESS
MOTOR,4,SUCCESS
YOUNG,4,SUCCESS
TWICE,5,SUCCESS
liken,4,SUCCESS
MIGHT,3,SUCCESS
SALAD,4,SUCCESS
ENTRY,6,FAIL
COUPE,3,SUCCESS
TITLE,5,SUCCESS
BLOND,4,SUCCESS
BLUER,6,FAIL
cynic,3,SUCCESS
FISHY,6,SUCCESS
daisy,6,FAIL
shaky,5,SUCCESS
BASIC,4,SUCCESS
HYENA,4,SUCCESS
TIGER,4,SUCCESS
zebra,3,SUCCESS
OVINE,3,SUCCESS
trade,5,SUCCESS
GROSS,5,SUCCESS
tight,6,FAIL
IDIOM,6,FAIL
ETUDE,6,SUCCESS
sonic,4,SUCCESS
WREAK,6,FAIL
CHESS,3,SUCCESS
PIETY,4,SUCCESS
squad,3,SUCCESS
BEZEL,4,SUCCESS
solid,3,SUCCESS
ranch,3,SUCCESS
amiss,3,SUCCESS
STONY,4,SUCCESS
flier,5,SUCCESS
elope,6,FAIL
chart,2,SUCCESS
minor,4,SUCCESS
HOARD,3,SUCCESS
wiser,4,SUCCESS
SPOIL,5,SUCCESS
WRONG,3,SUCCESS
ROUND,3,SUCCESS
fatal,6,FAIL
LOVER,5,SUCCESS
LURID,4,SUCCESS
spicy,4,SUCCESS
furor,5,SUCCESS
taunt,6,FAIL
visor,5,SUCCESS
teach,4,SUCCESS
ahead,3,SUCCESS
GOLLY,6,FAIL
RESIN,6,FAIL
DRIFT,4,SUCCESS
forgo,5,SUCCESS
STOVE,3,SUCCESS
ONION,6,FAIL
PUREE,3,SUCCESS
slump,3,SUCCESS
ruler,4,SUCCESS
SLING,3,SUCCESS
amaze,5,SUCCESS
spire,3,SUCCESS
RECUT,5,SUCCESS
sworn,4,SUCCESS
HEFTY,5,SUCCESS
braid,3,SUCCESS
pixie,3,SUCCESS
BUDDY,4,SUCCESS
STEAK,6,FAIL
JUMPY,5,SUCCESS
OCTAL,5,SUCCESS
CHIEF,4,SUCCESS
cliff,5,SUCCESS
usher,4,SUCCESS
AFFIX,5,SUCCESS
LAPEL,3,SUCCESS
LEVEL,6,FAIL
TOXIN,4,SUCCESS
gayly,6,FAIL
LARVA,4,SUCCESS
wield,5,SUCCESS
spunk,4,SUCCESS
slung,4,SUCCESS
BLOWN,5,SUCCESS
mover,4,SUCCESS
octet,3,SUCCESS
CROUP,4,SUCCESS
tacky,3,SUCCESS
paste,3,SUCCESS
setup,5,SUCCESS
ROUTE,4,SUCCESS
rumba,3,SUCCESS
genie,3,SUCCESS
truck,3,SUCCESS
HONEY,4,SUCCESS
kitty,6,FAIL
BLURT,4,SUCCESS
naive,3,SUCCESS
tonal,4,SUCCESS
JUDGE,5,SUCCESS
butte,4,SUCCESS
shunt,4,SUCCESS
UNSET,6,SUCCESS
AGAIN,3,SUCCESS
leave,3,SUCCESS
payer,6,SUCCESS
arson,2,SUCCESS
WITTY,6,SUCCESS
karma,4,SUCCESS
SANDY,5,SUCCESS
APTLY,4,SUCCESS
TERRA,4,SUCCESS
SMEAR,4,SUCCESS
plane,2,SUCCESS
TENTH,4,SUCCESS
diary,4,SUCCESS
alone,3,SUCCESS
DEVIL,4,SUCCESS
berth,3,SUCCESS
kayak,5,SUCCESS
slope,3,SUCCESS
koala,5,SUCCESS
grace,6,FAIL
swath,4,SUCCESS
alert,3,SUCCESS
HIPPO,4,SUCCESS
aglow,3,SUCCESS
fussy,5,SUCCESS
vying,5,SUCCESS
billy,5,SUCCESS
cheer,5,SUCCESS
troll,3,SUCCESS
flirt,3,SUCCESS
LEVER,5,SUCCESS
bossy,4,SUCCESS
RUDER,4,SUCCESS
modal,4,SUCCESS
FOCAL,5,SUCCESS
CYCLE,5,SUCCESS
index,4,SUCCESS
ULTRA,4,SUCCESS
built,5,SUCCESS
chill,4,SUCCESS
VITAL,3,SUCCESS
ROBOT,3,SUCCESS
swill,4,SUCCESS
gaunt,5,SUCCESS
GAVEL,6,SUCCESS
tweak,5,SUCCESS
WIDEN,6,FAIL
MOUND,3,SUCCESS
DIVER,6,FAIL
SLACK,4,SUCCESS
axiom,5,SUCCESS
cavil,3,SUCCESS
whine,3,SUCCESS
glean,6,FAIL
parse,3,SUCCESS
VISIT,5,SUCCESS
gruel,4,SUCCESS
SHALE,3,SUCCESS
AWASH,5,SUCCESS
whole,4,SUCCESS
BRAVO,4,SUCCESS
flame,5,SUCCESS
tango,3,SUCCESS
FRILL,6,SUCCESS
halve,5,SUCCESS
NERDY,4,SUCCESS
focus,4,SUCCESS
draft,4,SUCCESS
MANGA,5,SUCCESS
earth,2,SUCCESS
bulky,4,SUCCESS
begat,4,SUCCESS
VERGE,4,SUCCESS
AUGUR,4,SUCCESS
bawdy,3,SUCCESS
carry,4,SUCCESS
spoke,3,SUCCESS
debug,6,FAIL
AUDIO,3,SUCCESS
badly,3,SUCCESS
shaft,5,SUCCESS
phase,4,SUCCESS
grief,3,SUCCESS
grand,2,SUCCESS
bicep,4,SUCCESS
shire,4,SUCCESS
creek,5,SUCCESS
VIGIL,4,SUCCESS
WROTE,5,SUCCESS
HUMPH,4,SUCCESS
ADAPT,3,SUCCESS
TOPAZ,4,SUCCESS
venom,6,FAIL
LOUSE,3,SUCCESS
RIDGE,3,SUCCESS
AZURE,4,SUCCESS
gaffe,6,SUCCESS
SWOOP,4,SUCCESS
verve,4,SUCCESS
mamma,6,SUCCESS
CHALK,4,SUCCESS
spend,4,SUCCESS
unwed,5,SUCCESS
DERBY,5,SUCCESS
whack,4,SUCCESS
MORON,5,SUCCESS
PARER,6,FAIL
midst,5,SUCCESS
tempo,5,SUCCESS
human,4,SUCCESS
STAFF,6,FAIL
MELON,3,SUCCESS
BEADY,4,SUCCESS
chili,4,SUCCESS
stick,4,SUCCESS
AUDIT,4,SUCCESS
RALLY,4,SUCCESS
SHARP,3,SUCCESS
HATER,3,SUCCESS
DOWEL,6,FAIL
SPICE,3,SUCCESS
brief,3,SUCCESS
bayou,4,SUCCESS
pound,6,FAIL
GUIDE,4,SUCCESS
TEASE,3,SUCCESS
comet,5,SUCCESS
fugue,4,SUCCESS
CRATE,2,SUCCESS
FLOOD,4,SUCCESS
penny,3,SUCCESS
hotel,5,SUCCESS
ADMIT,3,SUCCESS
GRASS,3,SUCCESS
STERN,4,SUCCESS
puffy,5,SUCCESS
PLUMP,4,SUCCESS
CONDO,2,SUCCESS
navel,4,SUCCESS
BALER,5,SUCCESS
AORTA,4,SUCCESS
SURLY,3,SUCCESS
IVORY,5,SUCCESS
CORNY,2,SUCCESS
TOTEM,6,SUCCESS
MOTIF,3,SUCCESS
snoop,3,SUCCESS
FEAST,4,SUCCESS
RIVER,5,SUCCESS
HYMEN,4,SUCCESS
stool,5,SUCCESS
VALID,5,SUCCESS
CHINA,3,SUCCESS
patty,5,SUCCESS
broth,4,SUCCESS
unzip,6,SUCCESS
DECOY,4,SUCCESS
CRUSH,3,SUCCESS
ROOMY,5,SUCCESS
steed,5,SUCCESS
rodeo,6,SUCCESS
spoof,5,SUCCESS
cater,4,SUCCESS
slice,4,SUCCESS
cocoa,4,SUCCESS
STOLE,5,SUCCESS
stank,5,SUCCESS
BLOCK,3,SUCCESS
MOTEL,4,SUCCESS
DRILL,4,SUCCESS
GROUP,5,SUCCESS
bribe,5,SUCCESS
LUMEN,5,SUCCESS
QUOTH,3,SUCCESS
AWARE,5,SUCCESS
RAYON,5,SUCCESS
mirth,4,SUCCESS
TAROT,5,SUCCESS
rigid,3,SUCCESS
BUILD,4,SUCCESS
BEGIN,5,SUCCESS
smock,3,SUCCESS
shorn,2,SUCCESS
COUCH,3,SUCCESS
BUGLE,5,SUCCESS
AMBLE,4,SUCCESS
SHALL,4,SUCCESS
atoll,3,SUCCESS
TEPEE,5,SUCCESS
howdy,4,SUCCESS
homer,6,SUCCESS
alley,6,SUCCESS
burst,3,SUCCESS
SCARE,3,SUCCESS
BOUND,6,SUCCESS
APING,4,SUCCESS
FICUS,4,SUCCESS
swoon,5,SUCCESS
delay,4,SUCCESS
AMEND,3,SUCCESS
READY,4,SUCCESS
GLAZE,4,SUCCESS
score,4,SUCCESS
fetal,5,SUCCESS
munch,4,SUCCESS
flout,4,SUCCESS
dandy,6,SUCCESS
ARBOR,4,SUCCESS
GROWN,6,SUCCESS
PATCH,5,SUCCESS
CHARM,4,SUCCESS
scary,3,SUCCESS
ABACK,4,SUCCESS
filet,4,SUCCESS
jewel,4,SUCCESS
nobly,5,SUCCESS
SNIDE,4,SUCCESS
doing,3,SUCCESS
PUSHY,3,SUCCESS
FIFTH,4,SUCCESS
singe,6,FAIL
cleat,6,SUCCESS
musky,4,SUCCESS
IDEAL,6,FAIL
DICEY,5,SUCCESS
primo,5,SUCCESS
masse,4,SUCCESS
storm,3,SUCCESS
chose,3,SUCCESS
METRO,4,SUCCESS
anvil,3,SUCCESS
stork,5,SUCCESS
aunty,4,SUCCESS
hatch,6,SUCCESS
rerun,6,SUCCESS
learn,3,SUCCESS
FOUND,6,SUCCESS
SPEAR,5,SUCCESS
hilly,3,SUCCESS
DECRY,4,SUCCESS
polka,4,SUCCESS
SHONE,3,SUCCESS
THEFT,4,SUCCESS
roger,4,SUCCESS
BEACH,2,SUCCESS
TROVE,4,SUCCESS
gloss,6,FAIL
CHORE,2,SUCCESS
coven,3,SUCCESS
miser,6,SUCCESS
twine,3,SUCCESS
sneer,6,FAIL
razor,3,SUCCESS
CHIME,4,SUCCESS
queue,5,SUCCESS
MUSTY,4,SUCCESS
GLIDE,3,SUCCESS
AWAIT,4,SUCCESS
CROCK,4,SUCCESS
deity,3,SUCCESS
strap,4,SUCCESS
north,3,SUCCESS
rebut,5,SUCCESS
umbra,4,SUCCESS
BRASS,4,SUCCESS
TESTY,6,SUCCESS
canoe,4,SUCCESS
skier,3,SUCCESS
clash,4,SUCCESS
hazel,6,SUCCESS
clove,4,SUCCESS
SCONE,4,SUCCESS
guava,4,SUCCESS
SPERM,3,SUCCESS
STAGE,3,SUCCESS
SYNOD,4,SUCCESS
SMOKE,4,SUCCESS
strut,4,SUCCESS
STAKE,5,SUCCESS
hoist,4,SUCCESS
leapt,3,SUCCESS
GLINT,3,SUCCESS
SHADE,3,SUCCESS
CROWD,3,SUCCESS
juror,5,SUCCESS
VIXEN,5,SUCCESS
toddy,6,SUCCESS
SIEVE,3,SUCCESS
WINDY,6,FAIL
PIPER,6,FAIL
bushy,3,SUCCESS
gassy,6,SUCCESS
ASIDE,4,SUCCESS
OBESE,4,SUCCESS
speak,5,SUCCESS
loyal,4,SUCCESS
curvy,5,SUCCESS
BROIL,5,SUCCESS
SWIRL,4,SUCCESS
ARTSY,4,SUCCESS
CHICK,5,SUCCESS
AMASS,3,SUCCESS
covet,3,SUCCESS
REARM,3,SUCCESS
three,4,SUCCESS
renal,2,SUCCESS
spree,3,SUCCESS
woody,6,FAIL
USING,4,SUCCESS
SKATE,5,SUCCESS
BRINY,4,SUCCESS
spook,5,SUCCESS
OVARY,6,SUCCESS
BRAWL,5,SUCCESS
minty,4,SUCCESS
GAUGE,4,SUCCESS
ANGER,5,SUCCESS
BLOAT,3,SUCCESS
FRAUD,5,SUCCESS
place,2,SUCCESS
LANKY,4,SUCCESS
borne,2,SUCCESS
snipe,5,SUCCESS
CHUTE,4,SUCCESS
horny,3,SUCCESS
FLUNG,5,SUCCESS
barge,4,SUCCESS
lithe,4,SUCCESS
undid,6,FAIL
LIGHT,5,SUCCESS
SPOUT,3,SUCCESS
OUNCE,3,SUCCESS
MECCA,5,SUCCESS
CHEAP,4,SUCCESS
table,3,SUCCESS
BORAX,5,SUCCESS
expel,6,SUCCESS
PROXY,3,SUCCESS
BRUSH,3,SUCCESS
NOVEL,3,SUCCESS
scalp,3,SUCCESS
civic,4,SUCCESS
fleck,4,SUCCESS
puppy,6,SUCCESS
BELLE,3,SUCCESS
undue,4,SUCCESS
SOOTH,3,SUCCESS
HEAVY,3,SUCCESS
NERVE,3,SUCCESS
knife,3,SUCCESS
THOSE,4,SUCCESS
pinch,5,SUCCESS
trail,3,SUCCESS
money,4,SUCCESS
IMBUE,4,SUCCESS
FIXER,6,SUCCESS
apron,4,SUCCESS
SUMAC,6,FAIL
slick,3,SUCCESS
fiber,6,FAIL
AMBER,5,SUCCESS
QUASH,4,SUCCESS
GIVEN,4,SUCCESS
QUACK,5,SUCCESS
cairn,3,SUCCESS
annex,6,SUCCESS
OZONE,6,FAIL
scree,3,SUCCESS
INGOT,4,SUCCESS
DRINK,4,SUCCESS
baton,5,SUCCESS
MAGIC,4,SUCCESS
abase,5,SUCCESS
TOAST,4,SUCCESS
carve,3,SUCCESS
catch,4,SUCCESS
SCANT,2,SUCCESS
VIPER,5,SUCCESS
query,4,SUCCESS
ALARM,3,SUCCESS
sloth,4,SUCCESS
offal,5,SUCCESS
creed,6,FAIL
SURGE,3,SUCCESS
AROSE,3,SUCCESS
ISLET,6,SUCCESS
retry,6,FAIL
PARRY,3,SUCCESS
canal,3,SUCCESS
HEAVE,5,SUCCESS
ghoul,6,SUCCESS
LEECH,4,SUCCESS
fault,4,SUCCESS
TRUMP,4,SUCCESS
shout,4,SUCCESS
MILKY,4,SUCCESS
PORCH,5,SUCCESS
grimy,4,SUCCESS
libel,5,SUCCESS
GREAT,3,SUCCESS
livid,5,SUCCESS
mammy,6,SUCCESS
plume,3,SUCCESS
ghost,3,SUCCESS
lipid,6,SUCCESS
mercy,3,SUCCESS
bleak,3,SUCCESS
buggy,4,SUCCESS
PIECE,4,SUCCESS
GROWL,4,SUCCESS
EXULT,4,SUCCESS
CHAIN,3,SUCCESS
SWELL,6,FAIL
pouch,4,SUCCESS
tunic,3,SUCCESS
brink,3,SUCCESS
hasty,4,SUCCESS
ascot,4,SUCCESS
grove,4,SUCCESS
teeth,4,SUCCESS
risen,6,SUCCESS
POKER,5,SUCCESS
store,3,SUCCESS
kiosk,4,SUCCESS
ALLOW,4,SUCCESS
mania,4,SUCCESS
blurb,4,SUCCESS
DOZEN,6,SUCCESS
ALIVE,5,SUCCESS
batty,5,SUCCESS
coast,5,SUCCESS
SPORE,3,SUCCESS
foist,6,SUCCESS
MAFIA,4,SUCCESS
PRIME,6,FAIL
hound,6,FAIL
SLIMY,4,SUCCESS
WORDY,4,SUCCESS
LYMPH,4,SUCCESS
SOAPY,4,SUCCESS
biome,5,SUCCESS
salsa,5,SUCCESS
rocky,4,SUCCESS
SULLY,4,SUCCESS
ENVOY,3,SUCCESS
terse,3,SUCCESS
shine,2,SUCCESS
SPILT,4,SUCCESS
plumb,4,SUCCESS
GRAPH,3,SUCCESS
PESTO,4,SUCCESS
ENNUI,4,SUCCESS
AWARD,4,SUCCESS
ditto,4,SUCCESS
ACORN,3,SUCCESS
DOUBT,4,SUCCESS
GAZER,6,SUCCESS
STOCK,3,SUCCESS
RADII,5,SUCCESS
BUXOM,4,SUCCESS
KNELT,4,SUCCESS
SLOOP,3,SUCCESS
evade,4,SUCCESS
EXCEL,4,SUCCESS
INPUT,4,SUCCESS
LORRY,4,SUCCESS
MOIST,3,SUCCESS
SHORE,3,SUCCESS
rivet,3,SUCCESS
BLEAT,3,SUCCESS
beret,3,SUCCESS
beech,5,SUCCESS
antic,4,SUCCESS
beast,3,SUCCESS
MODEM,5,SUCCESS
VAPOR,5,SUCCESS
verse,4,SUCCESS
burnt,4,SUCCESS
PANSY,4,SUCCESS
missy,4,SUCCESS
gaudy,6,SUCCESS
BONUS,5,SUCCESS
STOKE,5,SUCCESS
frock,3,SUCCESS
dodge,6,FAIL
BITTY,6,FAIL
krill,4,SUCCESS
SOBER,4,SUCCESS
RELIC,2,SUCCESS
sweep,4,SUCCESS
sunny,3,SUCCESS
druid,4,SUCCESS
PRINT,3,SUCCESS
QUILL,3,SUCCESS
CINCH,3,SUCCESS
troop,5,SUCCESS
GRAFT,5,SUCCESS
fence,4,SUCCESS
FLEET,3,SUCCESS
HERON,4,SUCCESS
pixel,4,SUCCESS
drone,4,SUCCESS
ETHER,5,SUCCESS
MAYOR,4,SUCCESS
reach,4,SUCCESS
GRATE,4,SUCCESS
girth,3,SUCCESS
CHURN,2,SUCCESS
swift,4,SUCCESS
BRUTE,3,SUCCESS
layer,6,SUCCESS
FRITZ,5,SUCCESS
child,3,SUCCESS
worry,3,SUCCESS
MIMIC,3,SUCCESS
EYING,4,SUCCESS
snuck,5,SUCCESS
crane,1,SUCCESS
waxen,5,SUCCESS
EXERT,3,SUCCESS
below,3,SUCCESS
TAPER,4,SUCCESS
PIANO,5,SUCCESS
rebel,4,SUCCESS
AGREE,4,SUCCESS
beefy,4,SUCCESS
ROUSE,4,SUCCESS
speck,3,SUCCESS
GOUGE,4,SUCCESS
hobby,5,SUCCESS
TRACK,2,SUCCESS
hutch,5,SUCCESS
caddy,4,SUCCESS
batch,5,SUCCESS
daily,5,SUCCESS
GONAD,4,SUCCESS
AIDER,4,SUCCESS
droit,5,SUCCESS
stain,3,SUCCESS
poise,3,SUCCESS
MEALY,4,SUCCESS
DETOX,6,FAIL
fluid,4,SUCCESS
REGAL,5,SUCCESS
crawl,4,SUCCESS
TYING,5,SUCCESS
opine,3,SUCCESS
CHOIR,4,SUCCESS
finer,6,FAIL
SCAMP,3,SUCCESS
VOILA,6,SUCCESS
steer,6,SUCCESS
ODDLY,5,SUCCESS
happy,4,SUCCESS
kneel,3,SUCCESS
enter,4,SUCCESS
MOWER,6,SUCCESS
afire,3,SUCCESS
lower,6,FAIL
caste,6,SUCCESS
loath,4,SUCCESS
DOWDY,5,SUCCESS
ebony,3,SUCCESS
booty,4,SUCCESS
APPLE,4,SUCCESS
right,3,SUCCESS
HYDRO,5,SUCCESS
towel,4,SUCCESS
SEVEN,5,SUCCESS
SMOTE,5,SUCCESS
board,3,SUCCESS
LOAMY,4,SUCCESS
MULCH,3,SUCCESS
steal,5,SUCCESS
depot,5,SUCCESS
SANER,5,SUCCESS
berry,4,SUCCESS
CRIER,4,SUCCESS
stout,4,SUCCESS
hotly,3,SUCCESS
PLANT,3,SUCCESS
DROWN,3,SUCCESS
roost,4,SUCCESS
shalt,3,SUCCESS
weedy,4,SUCCESS
swore,6,SUCCESS
NINTH,6,FAIL
GLADE,3,SUCCESS
CEASE,4,SUCCESS
FLUSH,6,SUCCESS
kneed,6,SUCCESS
CLEFT,2,SUCCESS
moose,4,SUCCESS
ARENA,2,SUCCESS
gamma,6,FAIL
DREAD,3,SUCCESS
sauce,3,SUCCESS
shave,6,SUCCESS
spade,4,SUCCESS
frank,4,SUCCESS
shyly,4,SUCCESS
demon,4,SUCCESS
SNAKY,6,SUCCESS
upset,4,SUCCESS
salvo,4,SUCCESS
stamp,3,SUCCESS
CRYPT,3,SUCCESS
snowy,5,SUCCESS
flick,3,SUCCESS
vague,5,SUCCESS
ROUGH,3,SUCCESS
SHINY,4,SUCCESS
SALON,4,SUCCESS
venue,6,SUCCESS
AWAKE,5,SUCCESS
CHIDE,5,SUCCESS
EVERY,4,SUCCESS
STIFF,5,SUCCESS
witch,6,SUCCESS
BULLY,5,SUCCESS
CLAMP,4,SUCCESS
grope,5,SUCCESS
parka,4,SUCCESS
HIPPY,5,SUCCESS
CUBIC,4,SUCCESS
TRULY,4,SUCCESS
SHANK,4,SUCCESS
their,5,SUCCESS
TANGY,5,SUCCESS
YOUTH,3,SUCCESS
sweet,4,SUCCESS
thyme,4,SUCCESS
SURER,4,SUCCESS
drama,6,SUCCESS
BOTCH,4,SUCCESS
PADDY,5,SUCCESS
RIGOR,4,SUCCESS
graze,5,SUCCESS
algae,5,SUCCESS
LUCKY,5,SUCCESS
hairy,4,SUCCESS
VALET,3,SUCCESS
UNITY,5,SUCCESS
still,5,SUCCESS
BADGE,5,SUCCESS
LUNCH,3,SUCCESS
BLUNT,3,SUCCESS
thank,3,SUCCESS
fjord,4,SUCCESS
CACHE,6,SUCCESS
TOXIC,5,SUCCESS
SKILL,4,SUCCESS
guise,3,SUCCESS
house,4,SUCCESS
FILLY,6,FAIL
FORUM,4,SUCCESS
femme,5,SUCCESS
SKIRT,4,SUCCESS
count,3,SUCCESS
older,6,FAIL
PITCH,6,FAIL
maxim,5,SUCCESS
junto,4,SUCCESS
thorn,3,SUCCESS
PENCE,5,SUCCESS
SPORT,6,FAIL
dryer,6,FAIL
WEIGH,4,SUCCESS
SCOWL,3,SUCCESS
PIQUE,4,SUCCESS
merit,3,SUCCESS
habit,3,SUCCESS
SIEGE,5,SUCCESS
thick,4,SUCCESS
proud,4,SUCCESS
blind,5,SUCCESS
eclat,6,SUCCESS
DROLL,6,SUCCESS
plier,5,SUCCESS
flask,4,SUCCESS
EIGHT,4,SUCCESS
baron,4,SUCCESS
sepia,6,FAIL
FLUTE,3,SUCCESS
email,3,SUCCESS
PYGMY,5,SUCCESS
mangy,3,SUCCESS
crumb,4,SUCCESS
stand,3,SUCCESS
threw,3,SUCCESS
LADLE,6,FAIL
bused,5,SUCCESS
ARMOR,6,SUCCESS
peril,4,SUCCESS
blend,3,SUCCESS
IRONY,4,SUCCESS
cover,4,SUCCESS
ASHEN,4,SUCCESS
lathe,2,SUCCESS
covey,6,FAIL
buyer,6,SUCCESS
curse,4,SUCCESS
NEWER,6,FAIL
FAINT,4,SUCCESS
moody,4,SUCCESS
CAGEY,5,SUCCESS
vault,3,SUCCESS
squat,3,SUCCESS
FLANK,5,SUCCESS
INLET,4,SUCCESS
COLOR,5,SUCCESS
froze,4,SUCCESS
TACIT,3,SUCCESS
HAREM,5,SUCCESS
GRUNT,4,SUCCESS
ELECT,4,SUCCESS
SINEW,4,SUCCESS
broke,3,SUCCESS
serum,3,SUCCESS
alike,4,SUCCESS
polyp,6,SUCCESS
recur,5,SUCCESS
taboo,4,SUCCESS
CYBER,4,SUCCESS
YEARN,3,SUCCESS
snuff,6,FAIL
THUMP,4,SUCCESS
LEAFY,3,SUCCESS
JETTY,5,SUCCESS
deuce,3,SUCCESS
BISON,3,SUCCESS
ENACT,3,SUCCESS
CLINK,2,SUCCESS
SIREN,6,FAIL
gully,4,SUCCESS
knoll,5,SUCCESS
REHAB,5,SUCCESS
elbow,6,FAIL
purer,3,SUCCESS
shuck,4,SUCCESS
slunk,5,SUCCESS
QUITE,5,SUCCESS
NANNY,6,FAIL
DRUNK,3,SUCCESS
SLASH,5,SUCCESS
LABEL,4,SUCCESS
cedar,3,SUCCESS
FEVER,6,SUCCESS
steep,4,SUCCESS
MATCH,5,SUCCESS
sooty,6,SUCCESS
shrew,4,SUCCESS
FLUME,5,SUCCESS
touch,4,SUCCESS
SHOAL,3,SUCCESS
chaos,4,SUCCESS
after,4,SUCCESS
SLOSH,4,SUCCESS
tenor,6,FAIL
speed,5,SUCCESS
clerk,4,SUCCESS
bingo,5,SUCCESS
COURT,3,SUCCESS
limbo,5,SUCCESS
suite,5,SUCCESS
TRAIN,3,SUCCESS
guilt,3,SUCCESS
BINGE,6,SUCCESS
drive,4,SUCCESS
greed,4,SUCCESS
event,3,SUCCESS
VERSO,6,FAIL
peach,3,SUCCESS
EATER,6,FAIL
enjoy,4,SUCCESS
HUMUS,5,SUCCESS
GRIME,5,SUCCESS
mambo,5,SUCCESS
DWELT,6,SUCCESS
STATE,4,SUCCESS
CHUMP,4,SUCCESS
slate,3,SUCCESS
awoke,5,SUCCESS
MAIZE,3,SUCCESS
elite,4,SUCCESS
favor,5,SUCCESS
dwell,4,SUCCESS
LOWLY,4,SUCCESS
climb,3,SUCCESS
LABOR,4,SUCCESS
FALSE,4,SUCCESS
ADOPT,4,SUCCESS
