word,num_rows,is_successful
ahead,3,SUCCESS
chaff,5,SUCCESS
RESIN,2,SUCCESS
boost,4,SUCCESS
HEFTY,4,SUCCESS
viper,5,SUCCESS
WRACK,3,SUCCESS
AFFIX,4,SUCCESS
GIPSY,4,SUCCESS
ABLED,4,SUCCESS
PALER,4,SUCCESS
mower,6,FAIL
TORUS,2,SUCCESS
TONAL,3,SUCCESS
sally,6,FAIL
steak,5,SUCCESS
truck,3,SUCCESS
toxin,4,SUCCESS
HALVE,5,SUCCESS
STILL,4,SUCCESS
value,4,SUCCESS
LEERY,4,SUCCESS
UNSET,4,SUCCESS
uncle,4,SUCCESS
arson,3,SUCCESS
POUTY,4,SUCCESS
smelt,3,SUCCESS
PENAL,4,SUCCESS
BAYOU,4,SUCCESS
koala,3,SUCCESS
grace,4,SUCCESS
brawl,3,SUCCESS
vying,6,SUCCESS
troll,5,SUCCESS
modal,3,SUCCESS
SCOLD,4,SUCCESS
ELITE,4,SUCCESS
PINKY,4,SUCCESS
raise,2,SUCCESS
DILLY,4,SUCCESS
gaunt,4,SUCCESS
PENNY,4,SUCCESS
tweak,6,SUCCESS
CAPUT,5,SUCCESS
SLACK,3,SUCCESS
whine,3,SUCCESS
COCOA,6,FAIL
VISIT,4,SUCCESS
SHALE,3,SUCCESS
AWASH,6,SUCCESS
NERDY,5,SUCCESS
scamp,4,SUCCESS
focus,3,SUCCESS
bulky,3,SUCCESS
FROZE,5,SUCCESS
AUDIO,4,SUCCESS
ENJOY,5,SUCCESS
MANIC,3,SUCCESS
GUAVA,4,SUCCESS
macro,4,SUCCESS
BEGAT,4,SUCCESS
delve,4,SUCCESS
MAYBE,4,SUCCESS
SWOOP,4,SUCCESS
mamma,6,SUCCESS
MORON,4,SUCCESS
PARER,5,SUCCESS
midst,4,SUCCESS
elect,3,SUCCESS
cargo,4,SUCCESS
jelly,6,SUCCESS
MELON,6,SUCCESS
chili,5,SUCCESS
elate,4,SUCCESS
MASSE,6,SUCCESS
SHARP,6,FAIL
HATER,5,SUCCESS
brief,3,SUCCESS
pound,4,SUCCESS
ADMIT,4,SUCCESS
EPOXY,4,SUCCESS
SURLY,4,SUCCESS
IVORY,4,SUCCESS
CORNY,3,SUCCESS
MOTIF,6,SUCCESS
owing,4,SUCCESS
RIVER,4,SUCCESS
SERUM,4,SUCCESS
knelt,3,SUCCESS
stool,5,SUCCESS
unzip,5,SUCCESS
ocean,3,SUCCESS
FLAME,5,SUCCESS
FOYER,6,SUCCESS
amass,6,FAIL
HOUND,6,FAIL
GROUP,3,SUCCESS
stock,3,SUCCESS
KNEED,5,SUCCESS
LUMEN,4,SUCCESS
QUOTH,6,FAIL
slosh,4,SUCCESS
RAYON,4,SUCCESS
cinch,4,SUCCESS
rigid,4,SUCCESS
CRANE,2,SUCCESS
BAGGY,5,SUCCESS
SHALL,5,SUCCESS
atoll,3,SUCCESS
piece,3,SUCCESS
reedy,5,SUCCESS
score,2,SUCCESS
motel,4,SUCCESS
ARBOR,6,SUCCESS
BOOTH,4,SUCCESS
BLIND,3,SUCCESS
filet,3,SUCCESS
REACT,2,SUCCESS
nobly,5,SUCCESS
SNIDE,2,SUCCESS
ninth,3,SUCCESS
singe,4,SUCCESS
cleat,3,SUCCESS
musky,4,SUCCESS
DICEY,4,SUCCESS
storm,4,SUCCESS
UPPER,5,SUCCESS
title,4,SUCCESS
BOULE,3,SUCCESS
theta,4,SUCCESS
FOUND,4,SUCCESS
BEAST,4,SUCCESS
roger,4,SUCCESS
valet,6,SUCCESS
PRIOR,4,SUCCESS
UNTIE,5,SUCCESS
miser,4,SUCCESS
CHIME,4,SUCCESS
queue,4,SUCCESS
shone,3,SUCCESS
deity,4,SUCCESS
dowel,4,SUCCESS
umbra,4,SUCCESS
PRIMO,5,SUCCESS
skier,3,SUCCESS
PATTY,6,SUCCESS
hazel,4,SUCCESS
clove,3,SUCCESS
SPERM,5,SUCCESS
STAGE,4,SUCCESS
VERVE,6,SUCCESS
LILAC,6,SUCCESS
CADDY,5,SUCCESS
juror,6,SUCCESS
toddy,6,SUCCESS
tease,3,SUCCESS
ASIDE,4,SUCCESS
OBESE,4,SUCCESS
LEACH,5,SUCCESS
curvy,6,SUCCESS
drawn,4,SUCCESS
daddy,6,SUCCESS
covet,4,SUCCESS
three,3,SUCCESS
CRAVE,3,SUCCESS
WEEDY,5,SUCCESS
BIBLE,4,SUCCESS
SKATE,5,SUCCESS
ANGER,2,SUCCESS
BLOAT,5,SUCCESS
borne,2,SUCCESS
altar,3,SUCCESS
ditty,4,SUCCESS
FLUNG,4,SUCCESS
guide,3,SUCCESS
lithe,3,SUCCESS
golem,4,SUCCESS
BORAX,5,SUCCESS
PROXY,6,FAIL
BRUSH,3,SUCCESS
civic,5,SUCCESS
sinew,3,SUCCESS
BELLE,5,SUCCESS
undue,5,SUCCESS
SOOTH,5,SUCCESS
LAUGH,4,SUCCESS
NERVE,4,SUCCESS
knife,4,SUCCESS
IMBUE,5,SUCCESS
slick,4,SUCCESS
fiber,5,SUCCESS
brake,4,SUCCESS
QUACK,5,SUCCESS
cairn,2,SUCCESS
GLOAT,5,SUCCESS
INGOT,3,SUCCESS
MAGIC,3,SUCCESS
TOAST,4,SUCCESS
carve,3,SUCCESS
sloth,2,SUCCESS
endow,4,SUCCESS
BEGET,4,SUCCESS
HABIT,3,SUCCESS
ELDER,6,SUCCESS
chide,4,SUCCESS
cease,3,SUCCESS
libel,6,SUCCESS
lipid,3,SUCCESS
bleak,3,SUCCESS
decoy,4,SUCCESS
ascot,4,SUCCESS
edify,4,SUCCESS
risen,2,SUCCESS
POKER,6,FAIL
kiosk,3,SUCCESS
mania,4,SUCCESS
ALIVE,3,SUCCESS
crony,4,SUCCESS
SPREE,4,SUCCESS
prune,4,SUCCESS
image,5,SUCCESS
PRIME,6,SUCCESS
SLIMY,4,SUCCESS
occur,5,SUCCESS
WORDY,4,SUCCESS
nomad,3,SUCCESS
KITTY,6,SUCCESS
ENVOY,3,SUCCESS
khaki,6,FAIL
LOCAL,4,SUCCESS
defer,6,SUCCESS
plumb,4,SUCCESS
GRAPH,4,SUCCESS
geeky,5,SUCCESS
SLIDE,5,SUCCESS
knock,4,SUCCESS
GAZER,5,SUCCESS
PATSY,6,FAIL
FUDGE,5,SUCCESS
SLATE,2,SUCCESS
INPUT,4,SUCCESS
LEAKY,5,SUCCESS
beret,3,SUCCESS
VAPOR,4,SUCCESS
verse,4,SUCCESS
piper,6,FAIL
BONUS,6,FAIL
STOKE,4,SUCCESS
TROPE,4,SUCCESS
risky,3,SUCCESS
dodge,6,FAIL
BITTY,6,FAIL
RELIC,4,SUCCESS
swell,5,SUCCESS
druid,4,SUCCESS
FIZZY,5,SUCCESS
SHOCK,3,SUCCESS
HOWDY,6,SUCCESS
HERON,3,SUCCESS
reach,4,SUCCESS
CLUNG,3,SUCCESS
enact,2,SUCCESS
BOAST,3,SUCCESS
QUELL,5,SUCCESS
BRUTE,3,SUCCESS
BAKER,6,FAIL
quote,5,SUCCESS
SPELL,4,SUCCESS
rebel,5,SUCCESS
TIMID,3,SUCCESS
waive,6,SUCCESS
HUMOR,4,SUCCESS
speck,4,SUCCESS
COWER,5,SUCCESS
micro,5,SUCCESS
daily,6,FAIL
GONAD,4,SUCCESS
fully,5,SUCCESS
AIDER,3,SUCCESS
fluid,3,SUCCESS
offer,4,SUCCESS
crawl,5,SUCCESS
TYING,3,SUCCESS
opine,3,SUCCESS
steer,6,SUCCESS
RANDY,4,SUCCESS
TASTY,4,SUCCESS
afire,4,SUCCESS
adopt,4,SUCCESS
booty,6,FAIL
EMCEE,4,SUCCESS
APPLE,4,SUCCESS
WHELP,3,SUCCESS
towel,6,SUCCESS
SMOTE,3,SUCCESS
prose,3,SUCCESS
shalt,4,SUCCESS
STICK,3,SUCCESS
tonga,4,SUCCESS
frank,5,SUCCESS
caper,3,SUCCESS
gecko,4,SUCCESS
GOURD,3,SUCCESS
DRAFT,4,SUCCESS
grass,6,SUCCESS
flick,4,SUCCESS
HEDGE,4,SUCCESS
SHREW,5,SUCCESS
SHINY,3,SUCCESS
venue,4,SUCCESS
AWAKE,5,SUCCESS
PICKY,4,SUCCESS
STIFF,5,SUCCESS
parka,6,SUCCESS
YOUTH,4,SUCCESS
sweet,4,SUCCESS
VOGUE,5,SUCCESS
thyme,4,SUCCESS
SURER,5,SUCCESS
drama,4,SUCCESS
graze,6,SUCCESS
hairy,5,SUCCESS
MURAL,4,SUCCESS
UNITY,3,SUCCESS
CAMEL,4,SUCCESS
BADGE,3,SUCCESS
BLUNT,3,SUCCESS
fjord,4,SUCCESS
SKILL,4,SUCCESS
bully,5,SUCCESS
maxim,6,FAIL
SPORT,4,SUCCESS
SIEGE,5,SUCCESS
FROCK,4,SUCCESS
STAIR,3,SUCCESS
EIGHT,4,SUCCESS
PYGMY,5,SUCCESS
mangy,5,SUCCESS
threw,5,SUCCESS
GOODY,5,SUCCESS
IRONY,3,SUCCESS
ASHEN,5,SUCCESS
NEWER,6,SUCCESS
SHINE,3,SUCCESS
vault,4,SUCCESS
VIDEO,4,SUCCESS
SKULL,4,SUCCESS
cheek,4,SUCCESS
GOOFY,4,SUCCESS
gully,4,SUCCESS
REIGN,3,SUCCESS
purer,5,SUCCESS
olden,5,SUCCESS
train,2,SUCCESS
NANNY,5,SUCCESS
DRUNK,3,SUCCESS
cedar,4,SUCCESS
SHOAL,4,SUCCESS
chaos,3,SUCCESS
tenor,3,SUCCESS
bingo,3,SUCCESS
dummy,4,SUCCESS
limbo,3,SUCCESS
china,2,SUCCESS
swash,6,SUCCESS
guilt,4,SUCCESS
drive,4,SUCCESS
weigh,3,SUCCESS
yacht,4,SUCCESS
VERSO,3,SUCCESS
buddy,4,SUCCESS
ardor,3,SUCCESS
DRYER,4,SUCCESS
scarf,2,SUCCESS
press,5,SUCCESS
favor,4,SUCCESS
FLASK,3,SUCCESS
SULKY,4,SUCCESS
CRUMB,3,SUCCESS
STACK,2,SUCCESS
SCALY,4,SUCCESS
RENAL,5,SUCCESS
LAYER,3,SUCCESS
husky,6,FAIL
SLEET,4,SUCCESS
BRICK,3,SUCCESS
BOSOM,6,SUCCESS
SIGMA,5,SUCCESS
cacti,6,FAIL
WOMAN,3,SUCCESS
DRIED,5,SUCCESS
FLARE,6,FAIL
DREAM,3,SUCCESS
swept,4,SUCCESS
azure,4,SUCCESS
SNORT,4,SUCCESS
proof,5,SUCCESS
JOUST,4,SUCCESS
FOAMY,4,SUCCESS
heavy,4,SUCCESS
amity,3,SUCCESS
prism,4,SUCCESS
STOOD,5,SUCCESS
LODGE,4,SUCCESS
above,5,SUCCESS
rhino,5,SUCCESS
helix,3,SUCCESS
smash,4,SUCCESS
RELAY,6,SUCCESS
OXIDE,4,SUCCESS
TUBAL,4,SUCCESS
musty,3,SUCCESS
shush,6,FAIL
silky,4,SUCCESS
CRISP,2,SUCCESS
CONCH,6,FAIL
PAPAL,6,FAIL
macaw,4,SUCCESS
swarm,6,SUCCESS
dogma,4,SUCCESS
lousy,3,SUCCESS
tithe,4,SUCCESS
stole,2,SUCCESS
BROKE,4,SUCCESS
SCION,3,SUCCESS
EKING,3,SUCCESS
scorn,4,SUCCESS
FINER,4,SUCCESS
might,3,SUCCESS
DWARF,6,FAIL
jumbo,4,SUCCESS
EMBER,5,SUCCESS
FERRY,6,SUCCESS
ATONE,3,SUCCESS
lumpy,3,SUCCESS
VOICE,3,SUCCESS
ficus,6,FAIL
SHOOT,4,SUCCESS
inlet,4,SUCCESS
SMOKY,4,SUCCESS
FRESH,3,SUCCESS
sweat,3,SUCCESS
needy,4,SUCCESS
DANDY,6,SUCCESS
scram,3,SUCCESS
STAIN,2,SUCCESS
JOKER,6,FAIL
stilt,3,SUCCESS
bravo,4,SUCCESS
third,3,SUCCESS
ANKLE,5,SUCCESS
LEGGY,5,SUCCESS
penne,4,SUCCESS
ALTER,3,SUCCESS
track,3,SUCCESS
SKULK,5,SUCCESS
SPIKE,3,SUCCESS
TABLE,2,SUCCESS
CHEAT,3,SUCCESS
MUSHY,6,SUCCESS
JOLLY,6,FAIL
chunk,3,SUCCESS
sever,6,SUCCESS
forte,3,SUCCESS
FILTH,2,SUCCESS
DAUNT,4,SUCCESS
avert,4,SUCCESS
MOCHA,3,SUCCESS
EAGLE,4,SUCCESS
CAULK,5,SUCCESS
FLING,5,SUCCESS
EXIST,4,SUCCESS
lymph,4,SUCCESS
assay,5,SUCCESS
COVEY,5,SUCCESS
ROCKY,3,SUCCESS
agent,3,SUCCESS
SHUNT,4,SUCCESS
copse,3,SUCCESS
poppy,5,SUCCESS
woozy,5,SUCCESS
jerky,4,SUCCESS
bison,4,SUCCESS
focal,5,SUCCESS
BREAK,3,SUCCESS
TODAY,3,SUCCESS
BLOOD,4,SUCCESS
organ,4,SUCCESS
WHIRL,4,SUCCESS
JUNTA,4,SUCCESS
IMPLY,4,SUCCESS
staff,5,SUCCESS
corer,4,SUCCESS
TOKEN,4,SUCCESS
amuse,4,SUCCESS
villa,4,SUCCESS
SALVO,3,SUCCESS
ideal,3,SUCCESS
HOTEL,3,SUCCESS
LIKEN,5,SUCCESS
hunky,4,SUCCESS
taper,3,SUCCESS
tract,3,SUCCESS
thong,4,SUCCESS
thrum,3,SUCCESS
tryst,5,SUCCESS
thumb,4,SUCCESS
BROAD,3,SUCCESS
banal,5,SUCCESS
legal,5,SUCCESS
stung,4,SUCCESS
CHEST,2,SUCCESS
sassy,6,FAIL
DRAIN,6,SUCCESS
pushy,3,SUCCESS
TALLY,5,SUCCESS
NUDGE,5,SUCCESS
share,4,SUCCESS
ARGUE,3,SUCCESS
ELUDE,3,SUCCESS
jazzy,6,SUCCESS
FRISK,4,SUCCESS
WRIST,3,SUCCESS
lapel,4,SUCCESS
oddly,4,SUCCESS
DELTA,4,SUCCESS
fifth,5,SUCCESS
wryly,4,SUCCESS
MOUNT,4,SUCCESS
FARCE,6,FAIL
SWINE,4,SUCCESS
cadet,3,SUCCESS
GNASH,3,SUCCESS
OPIUM,4,SUCCESS
CLICK,5,SUCCESS
truce,3,SUCCESS
GRAND,4,SUCCESS
IDIOT,5,SUCCESS
ozone,4,SUCCESS
usage,4,SUCCESS
whisk,3,SUCCESS
latte,6,SUCCESS
HOVEL,4,SUCCESS
aware,4,SUCCESS
WINCE,4,SUCCESS
FABLE,4,SUCCESS
shame,4,SUCCESS
KAPPA,5,SUCCESS
gaily,4,SUCCESS
NUTTY,3,SUCCESS
GROVE,5,SUCCESS
MOUTH,4,SUCCESS
pasty,5,SUCCESS
cigar,3,SUCCESS
blown,6,FAIL
dally,5,SUCCESS
quart,3,SUCCESS
globe,3,SUCCESS
SATIN,3,SUCCESS
FLACK,3,SUCCESS
handy,3,SUCCESS
horde,6,FAIL
inbox,3,SUCCESS
BUNCH,5,SUCCESS
SHIFT,3,SUCCESS
SPITE,4,SUCCESS
midge,3,SUCCESS
start,4,SUCCESS
ROWER,6,FAIL
RUGBY,4,SUCCESS
rival,3,SUCCESS
GODLY,4,SUCCESS
BRINK,5,SUCCESS
JOINT,3,SUCCESS
TRUNK,5,SUCCESS
STOIC,3,SUCCESS
lowly,6,FAIL
crump,5,SUCCESS
MELEE,6,FAIL
SPEND,2,SUCCESS
grain,5,SUCCESS
SNIPE,3,SUCCESS
knead,4,SUCCESS
ATTIC,4,SUCCESS
HARRY,5,SUCCESS
SNOOP,5,SUCCESS
ITCHY,4,SUCCESS
paint,3,SUCCESS
blitz,4,SUCCESS
DYING,4,SUCCESS
AXIOM,4,SUCCESS
GIRLY,3,SUCCESS
shelf,4,SUCCESS
TRICE,3,SUCCESS
GLOSS,4,SUCCESS
POINT,3,SUCCESS
WEARY,5,SUCCESS
CURSE,2,SUCCESS
donor,5,SUCCESS
CATER,2,SUCCESS
BLACK,5,SUCCESS
topic,4,SUCCESS
bagel,4,SUCCESS
plaid,6,FAIL
lager,4,SUCCESS
amber,4,SUCCESS
judge,5,SUCCESS
stead,5,SUCCESS
marry,6,FAIL
honor,4,SUCCESS
dirty,4,SUCCESS
PASTA,4,SUCCESS
ionic,5,SUCCESS
abate,4,SUCCESS
PRONE,6,SUCCESS
stake,4,SUCCESS
ASSET,4,SUCCESS
snore,3,SUCCESS
frown,5,SUCCESS
level,6,SUCCESS
BASIS,4,SUCCESS
unfed,5,SUCCESS
cobra,3,SUCCESS
grout,3,SUCCESS
BATON,3,SUCCESS
humus,6,SUCCESS
exert,6,SUCCESS
bowel,5,SUCCESS
waist,6,FAIL
mummy,5,SUCCESS
least,2,SUCCESS
rabbi,4,SUCCESS
ZONAL,6,SUCCESS
stare,2,SUCCESS
WILLY,5,SUCCESS
SCUBA,3,SUCCESS
award,5,SUCCESS
HILLY,4,SUCCESS
taste,6,SUCCESS
FLYER,5,SUCCESS
NORTH,5,SUCCESS
welsh,5,SUCCESS
furry,6,SUCCESS
women,5,SUCCESS
PLANK,4,SUCCESS
NOISY,3,SUCCESS
APART,6,FAIL
CLACK,4,SUCCESS
water,2,SUCCESS
ACTOR,3,SUCCESS
HEATH,5,SUCCESS
chief,4,SUCCESS
OMEGA,5,SUCCESS
reuse,4,SUCCESS
ABBEY,5,SUCCESS
flash,4,SUCCESS
HUTCH,6,FAIL
RISER,4,SUCCESS
BURNT,3,SUCCESS
ample,3,SUCCESS
realm,2,SUCCESS
trace,5,SUCCESS
WHACK,5,SUCCESS
iliac,6,FAIL
HARDY,3,SUCCESS
TARDY,4,SUCCESS
thigh,4,SUCCESS
retch,4,SUCCESS
NAVAL,4,SUCCESS
gorge,5,SUCCESS
panic,3,SUCCESS
drool,5,SUCCESS
floss,4,SUCCESS
BLARE,4,SUCCESS
QUIRK,5,SUCCESS
prowl,4,SUCCESS
wispy,6,SUCCESS
aloof,6,SUCCESS
SNEER,3,SUCCESS
ASKEW,4,SUCCESS
shank,6,SUCCESS
spore,4,SUCCESS
PINCH,5,SUCCESS
SPADE,4,SUCCESS
peace,3,SUCCESS
pence,5,SUCCESS
PRANK,6,FAIL
faith,3,SUCCESS
FRONT,3,SUCCESS
prove,6,SUCCESS
sense,5,SUCCESS
brave,5,SUCCESS
SPLAT,3,SUCCESS
sixty,4,SUCCESS
RECUR,5,SUCCESS
WHINY,6,SUCCESS
LANCE,4,SUCCESS
spark,4,SUCCESS
eager,6,FAIL
yeast,6,SUCCESS
PRUDE,4,SUCCESS
abode,5,SUCCESS
ABOUT,3,SUCCESS
GUILD,4,SUCCESS
duvet,4,SUCCESS
savoy,4,SUCCESS
OTTER,6,SUCCESS
linen,4,SUCCESS
SAVOR,5,SUCCESS
smack,3,SUCCESS
GRUEL,3,SUCCESS
rover,6,FAIL
hence,6,SUCCESS
BAWDY,6,FAIL
MANLY,4,SUCCESS
VIVID,4,SUCCESS
funny,6,SUCCESS
denim,4,SUCCESS
knack,3,SUCCESS
south,4,SUCCESS
PIGGY,5,SUCCESS
brand,3,SUCCESS
SHAPE,5,SUCCESS
chump,3,SUCCESS
UNDER,3,SUCCESS
freed,3,SUCCESS
birth,3,SUCCESS
stalk,3,SUCCESS
CHAIR,3,SUCCESS
TRIPE,3,SUCCESS
SNARL,3,SUCCESS
fable,3,SUCCESS
SPILL,4,SUCCESS
GAMMA,6,SUCCESS
finch,4,SUCCESS
riper,6,SUCCESS
TAMER,5,SUCCESS
KNOLL,4,SUCCESS
GUARD,3,SUCCESS
SHARK,6,FAIL
model,4,SUCCESS
CLOTH,6,SUCCESS
tabby,5,SUCCESS
QUARK,4,SUCCESS
DRANK,4,SUCCESS
STEEL,6,FAIL
pried,5,SUCCESS
AWFUL,5,SUCCESS
ABORT,4,SUCCESS
beard,5,SUCCESS
along,3,SUCCESS
thing,4,SUCCESS
ANNUL,4,SUCCESS
FILER,4,SUCCESS
panel,3,SUCCESS
digit,4,SUCCESS
guild,5,SUCCESS
adobe,4,SUCCESS
verge,6,SUCCESS
AGAPE,4,SUCCESS
BLUSH,5,SUCCESS
cider,5,SUCCESS
ripen,3,SUCCESS
ninja,6,FAIL
flank,5,SUCCESS
ERUPT,3,SUCCESS
metal,5,SUCCESS
DEMON,4,SUCCESS
STASH,6,SUCCESS
PIXIE,4,SUCCESS
MANOR,3,SUCCESS
worse,5,SUCCESS
basil,3,SUCCESS
swamp,5,SUCCESS
quash,4,SUCCESS
SLUNK,4,SUCCESS
worth,4,SUCCESS
CIVIL,4,SUCCESS
meant,2,SUCCESS
SWISH,4,SUCCESS
CUMIN,4,SUCCESS
TIMER,3,SUCCESS
fetus,5,SUCCESS
CASTE,3,SUCCESS
shirk,3,SUCCESS
TATTY,5,SUCCESS
THESE,4,SUCCESS
clone,3,SUCCESS
BURST,4,SUCCESS
NICHE,4,SUCCESS
VODKA,4,SUCCESS
RUPEE,6,SUCCESS
hussy,4,SUCCESS
joist,5,SUCCESS
optic,4,SUCCESS
IDLER,4,SUCCESS
bongo,5,SUCCESS
quail,6,FAIL
TREND,3,SUCCESS
DOWNY,4,SUCCESS
SCREW,2,SUCCESS
smoke,3,SUCCESS
apnea,6,FAIL
SHOOK,6,SUCCESS
fried,4,SUCCESS
greet,4,SUCCESS
SOWER,4,SUCCESS
CACAO,6,SUCCESS
gusty,5,SUCCESS
taken,3,SUCCESS
sorry,3,SUCCESS
CRICK,5,SUCCESS
TIDAL,5,SUCCESS
tepid,3,SUCCESS
BRINE,4,SUCCESS
COULD,4,SUCCESS
DOWRY,4,SUCCESS
PAGAN,5,SUCCESS
FREAK,4,SUCCESS
CURLY,4,SUCCESS
where,4,SUCCESS
PITHY,3,SUCCESS
INANE,3,SUCCESS
fairy,5,SUCCESS
bread,5,SUCCESS
porch,3,SUCCESS
jiffy,4,SUCCESS
CLUMP,3,SUCCESS
TOOTH,4,SUCCESS
MURKY,4,SUCCESS
coupe,3,SUCCESS
RAPID,3,SUCCESS
GLYPH,3,SUCCESS
HUMID,3,SUCCESS
friar,5,SUCCESS
abyss,4,SUCCESS
FLOUT,3,SUCCESS
mafia,4,SUCCESS
CUTIE,6,FAIL
lying,4,SUCCESS
ledge,6,SUCCESS
pique,4,SUCCESS
angel,3,SUCCESS
polar,4,SUCCESS
lyric,4,SUCCESS
nasal,5,SUCCESS
avoid,3,SUCCESS
folly,5,SUCCESS
STORK,4,SUCCESS
IRATE,2,SUCCESS
leech,4,SUCCESS
plaza,6,FAIL
ADORE,3,SUCCESS
DENSE,4,SUCCESS
STALL,3,SUCCESS
WHEAT,3,SUCCESS
cleft,4,SUCCESS
SINCE,2,SUCCESS
PROUD,3,SUCCESS
FERAL,5,SUCCESS
EARLY,3,SUCCESS
ROTOR,5,SUCCESS
BRIAR,4,SUCCESS
diner,3,SUCCESS
NOOSE,6,SUCCESS
SHAFT,4,SUCCESS
CHASM,3,SUCCESS
night,3,SUCCESS
BREED,4,SUCCESS
while,5,SUCCESS
TRUER,3,SUCCESS
larva,5,SUCCESS
niece,3,SUCCESS
FLINT,5,SUCCESS
nosey,6,SUCCESS
ANNOY,4,SUCCESS
tulip,3,SUCCESS
royal,4,SUCCESS
skiff,6,SUCCESS
MOURN,4,SUCCESS
TURBO,5,SUCCESS
ROUGE,3,SUCCESS
scope,3,SUCCESS
allow,5,SUCCESS
haute,3,SUCCESS
terra,4,SUCCESS
COYLY,6,FAIL
TIARA,3,SUCCESS
mouse,4,SUCCESS
sully,5,SUCCESS
align,3,SUCCESS
PEACH,4,SUCCESS
SPOOL,4,SUCCESS
segue,5,SUCCESS
CAMEO,4,SUCCESS
oaken,5,SUCCESS
AXION,5,SUCCESS
vegan,5,SUCCESS
onion,4,SUCCESS
extol,3,SUCCESS
ICILY,4,SUCCESS
COUNT,4,SUCCESS
STING,4,SUCCESS
cello,4,SUCCESS
dingo,5,SUCCESS
crock,6,FAIL
ABIDE,5,SUCCESS
OVOID,4,SUCCESS
JUNTO,4,SUCCESS
GRILL,5,SUCCESS
shove,4,SUCCESS
BRAIN,3,SUCCESS
SPICY,3,SUCCESS
AVIAN,4,SUCCESS
