processed_words,model_name,retry_count,turn_count,success_failure
binit,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,2,6,FAIL
raggs,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,10,6,FAIL
rayed,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,1,6,FAIL
urdee,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,12,6,FAIL
hatty,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,6,6,FAIL
stoep,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,15,6,FAIL
debes,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,3,6,FAIL
linds,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,0,6,FAIL
teils,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,5,6,SUCCESS
ginzo,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,2,6,FAIL
entre,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,12,6,FAIL
menil,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,12,6,FAIL
troak,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,8,6,SUCCESS
daals,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,1,6,FAIL
seron,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,11,6,FAIL
kipsy,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,3,6,FAIL
kynds,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,12,6,FAIL
liens,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,4,4,SUCCESS
smalm,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,9,6,FAIL
avens,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,12,6,FAIL
roose,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,3,4,SUCCESS
surfy,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,8,6,FAIL
floes,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,3,6,FAIL
niffy,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,7,6,FAIL
agila,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,3,4,SUCCESS
falsy,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,0,6,FAIL
dovie,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,6,6,FAIL
skeen,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,0,6,FAIL
carby,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,4,6,FAIL
papad,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,8,6,FAIL
rioty,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,9,6,FAIL
dongs,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,7,6,FAIL
pyins,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,10,6,FAIL
sewin,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,4,6,FAIL
douma,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,12,6,FAIL
boult,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,0,4,SUCCESS
slugs,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,0,4,SUCCESS
trews,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,4,6,SUCCESS
puuko,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,9,6,FAIL
plein,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,7,6,FAIL
neeze,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,13,6,FAIL
pubis,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,2,6,FAIL
wauff,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,10,6,FAIL
eyots,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,13,6,FAIL
lammy,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,0,5,SUCCESS
crowl,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,2,5,SUCCESS
exier,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,13,6,FAIL
phooh,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,4,6,FAIL
zoaea,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,6,6,FAIL
sexts,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,12,6,FAIL
domal,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,5,6,FAIL
snowk,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,14,6,FAIL
agogo,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,6,6,FAIL
snobs,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,4,6,FAIL
pocky,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,6,5,SUCCESS
bundu,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,4,6,FAIL
paolo,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,8,6,FAIL
gimme,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,0,4,SUCCESS
leish,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,6,6,FAIL
jubas,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,8,6,FAIL
bardo,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,1,5,SUCCESS
woald,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,9,6,FAIL
yucks,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,7,6,FAIL
nibby,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,1,6,FAIL
drips,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,0,4,SUCCESS
swabs,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,6,6,FAIL
torah,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,0,4,SUCCESS
paved,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,0,5,SUCCESS
mirls,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,10,6,FAIL
druxy,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,7,6,FAIL
nepit,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,9,6,FAIL
souly,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,12,6,FAIL
salop,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,4,6,FAIL
thots,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,10,6,FAIL
cohab,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,2,6,FAIL
oarer,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,0,6,FAIL
mawed,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,5,6,FAIL
wytes,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,2,6,FAIL
poste,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,12,6,FAIL
bowie,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,0,5,SUCCESS
hikes,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,0,5,SUCCESS
afore,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,8,6,FAIL
nokes,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,4,6,FAIL
tarka,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,10,6,FAIL
mangi,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,0,6,FAIL
serry,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,9,6,FAIL
ricks,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,16,6,FAIL
burbs,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,7,6,FAIL
namad,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,8,6,FAIL
orate,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,0,4,SUCCESS
rines,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,0,4,SUCCESS
oinks,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,6,5,SUCCESS
hosen,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,8,6,FAIL
samfi,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,7,6,FAIL
wojus,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,10,6,FAIL
aurum,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,0,4,SUCCESS
rodes,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,0,6,FAIL
kingy,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,4,6,FAIL
olent,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,11,6,FAIL
acids,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,4,5,SUCCESS
agmas,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,9,6,FAIL
vacay,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,8,6,FAIL
jaaps,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,4,6,FAIL
blook,/mnt/ssd2/shreyansh/models/llama32/exp_2025-09-04T10:36:46_llama32_3b_flash_attn_fsdp2_torch_compile_dcp_deepseek_r1_sft/epoch_5/step_final,7,6,FAIL
