processed_words,model_name,retry_count,turn_count,success_failure
RACER,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,5,SUCCESS
RABID,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,4,SUCCESS
SIXTY,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,4,6,FAIL
ANIME,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,4,6,FAIL
COMMA,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,4,SUCCESS
goose,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,6,FAIL
KINKY,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,2,6,FAIL
GENIE,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,10,6,FAIL
FUNKY,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,6,FAIL
PROOF,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,1,6,FAIL
ROAST,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,1,2,SUCCESS
CARRY,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,3,4,SUCCESS
SYRUP,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,1,4,SUCCESS
CHART,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,1,3,SUCCESS
CHESS,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,1,3,SUCCESS
waste,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,1,6,FAIL
WRONG,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,5,SUCCESS
ovary,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,2,6,FAIL
ruler,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,5,SUCCESS
TEETH,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,6,6,FAIL
LARVA,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,4,6,FAIL
TORUS,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,10,6,FAIL
REVUE,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,1,3,SUCCESS
sally,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,6,FAIL
idler,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,5,6,SUCCESS
PAYER,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,6,FAIL
koala,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,4,6,SUCCESS
mecca,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,2,4,SUCCESS
LEVER,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,2,6,FAIL
swill,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,4,SUCCESS
VISIT,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,6,4,SUCCESS
halve,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,6,FAIL
debug,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,2,5,SUCCESS
AUDIO,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,2,SUCCESS
VIGIL,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,4,6,SUCCESS
WROTE,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,1,5,SUCCESS
venom,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,2,5,SUCCESS
CONDO,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,6,FAIL
dodgy,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,4,SUCCESS
INNER,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,1,6,FAIL
ferry,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,5,SUCCESS
amass,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,7,6,FAIL
cater,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,4,SUCCESS
COACH,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,4,6,FAIL
STOLE,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,3,SUCCESS
MAMMA,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,1,6,SUCCESS
slosh,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,4,SUCCESS
tepee,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,5,6,FAIL
READY,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,3,SUCCESS
GLAZE,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,6,FAIL
ARBOR,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,6,SUCCESS
BEAST,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,1,6,FAIL
detox,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,5,SUCCESS
BEACH,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,5,5,SUCCESS
truer,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,1,4,SUCCESS
CADDY,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,5,SUCCESS
VIXEN,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,4,6,SUCCESS
BIBLE,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,6,FAIL
CRAWL,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,1,5,SUCCESS
vicar,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,2,6,FAIL
guide,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,8,6,FAIL
lithe,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,1,4,SUCCESS
alarm,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,10,6,FAIL
beady,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,1,3,SUCCESS
annex,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,16,6,FAIL
OZONE,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,5,6,FAIL
FOCUS,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,2,4,SUCCESS
ELDER,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,3,SUCCESS
retry,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,5,6,FAIL
PARRY,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,5,SUCCESS
excel,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,4,6,FAIL
clasp,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,2,4,SUCCESS
EXILE,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,2,6,FAIL
POPPY,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,6,FAIL
showy,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,2,5,SUCCESS
scoop,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,5,SUCCESS
geeky,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,6,6,FAIL
uncut,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,9,6,FAIL
seize,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,4,6,FAIL
BONUS,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,1,6,SUCCESS
swell,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,4,SUCCESS
HOWDY,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,6,SUCCESS
mushy,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,5,SUCCESS
GRATE,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,4,6,FAIL
SAPPY,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,1,5,SUCCESS
march,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,3,5,SUCCESS
waive,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,4,6,FAIL
speck,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,3,SUCCESS
hutch,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,4,6,FAIL
TYING,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,4,SUCCESS
WIDER,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,5,SUCCESS
ERECT,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,2,6,FAIL
DEIGN,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,3,6,FAIL
gruff,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,1,6,SUCCESS
tonga,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,6,FAIL
DREAD,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,2,5,SUCCESS
caper,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,6,FAIL
BULLY,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,3,6,FAIL
UMBRA,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,6,6,FAIL
junto,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,4,SUCCESS
dryer,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,1,6,SUCCESS
RUMOR,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,6,6,SUCCESS
PIQUE,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,7,6,FAIL
SAVOY,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,3,SUCCESS
BOXER,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,3,6,FAIL
moody,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,4,6,FAIL
SKULL,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,6,FAIL
serum,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,3,SUCCESS
REHAB,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,3,6,FAIL
REIGN,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,4,SUCCESS
NANNY,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,5,6,FAIL
SLASH,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,5,SUCCESS
LABEL,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,4,SUCCESS
vigor,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,3,5,SUCCESS
ENEMA,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,6,6,FAIL
queen,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,8,6,FAIL
shrew,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,2,6,FAIL
SALSA,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,4,6,SUCCESS
VERSO,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,9,6,FAIL
EATER,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,2,6,FAIL
MAIZE,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,5,SUCCESS
stash,/mnt/ssd2/shreyansh/models/qwen3/exp_2025-08-03T09:51:06_qwen3_4b_fsdp_packing=ffd_flash_attn_fsdp2_torch_compile_dcp/epoch_5/step_final,0,5,SUCCESS
