word,num_rows,is_successful
earth,2,SUCCESS
SWORN,5,SUCCESS
debug,6,FAIL
AUDIO,6,FAIL
SLUNG,3,SUCCESS
LEGAL,4,SUCCESS
VIGIL,6,FAIL
WROTE,6,FAIL
LASSO,3,SUCCESS
venom,6,FAIL
human,3,SUCCESS
jelly,5,SUCCESS
chili,5,SUCCESS
AUDIT,3,SUCCESS
sharp,5,SUCCESS
DOWEL,4,SUCCESS
SPICE,3,SUCCESS
ALOUD,4,SUCCESS
THANK,3,SUCCESS
CONDO,6,FAIL
dodgy,6,FAIL
BALER,4,SUCCESS
EPOXY,4,SUCCESS
MERIT,3,SUCCESS
EDICT,4,SUCCESS
FEAST,4,SUCCESS
INNER,6,FAIL
MONTH,5,SUCCESS
HYMEN,5,SUCCESS
ferry,6,FAIL
VALID,4,SUCCESS
broth,5,SUCCESS
unzip,4,SUCCESS
forum,3,SUCCESS
amass,6,FAIL
cater,6,FAIL
COACH,6,FAIL
STOLE,6,FAIL
MAMMA,6,FAIL
BLOCK,3,SUCCESS
novel,5,SUCCESS
WHALE,5,SUCCESS
ANTIC,4,SUCCESS
flare,3,SUCCESS
slosh,6,FAIL
VISTA,4,SUCCESS
mirth,5,SUCCESS
tepee,6,FAIL
shorn,2,SUCCESS
BUGLE,4,SUCCESS
MANGY,4,SUCCESS
swoon,6,SUCCESS
READY,6,FAIL
GLAZE,6,FAIL
ARBOR,6,FAIL
BOOTH,4,SUCCESS
depth,4,SUCCESS
REACT,5,SUCCESS
doing,3,SUCCESS
singe,5,SUCCESS
dream,4,SUCCESS
SNOWY,6,SUCCESS
BEAST,6,FAIL
DECRY,6,SUCCESS
roger,4,SUCCESS
detox,6,FAIL
BEACH,6,FAIL
PLANE,4,SUCCESS
YIELD,5,SUCCESS
AWAIT,5,SUCCESS
skulk,6,SUCCESS
QUOTA,6,SUCCESS
BRASS,4,SUCCESS
heist,6,SUCCESS
truer,6,FAIL
SNACK,6,SUCCESS
PATTY,5,SUCCESS
SCONE,3,SUCCESS
guava,5,SUCCESS
SHADE,5,SUCCESS
CADDY,6,FAIL
VIXEN,6,FAIL
speak,4,SUCCESS
covet,5,SUCCESS
three,5,SUCCESS
PARKA,5,SUCCESS
BIBLE,6,FAIL
DIARY,4,SUCCESS
BRINY,4,SUCCESS
CRAWL,6,FAIL
NATAL,5,SUCCESS
vicar,6,FAIL
CHUTE,5,SUCCESS
FLUNG,4,SUCCESS
barge,6,SUCCESS
guide,6,FAIL
lithe,6,FAIL
MAJOR,5,SUCCESS
BRUSH,4,SUCCESS
alarm,6,FAIL
civic,5,SUCCESS
fleck,3,SUCCESS
beady,6,FAIL
LAUGH,5,SUCCESS
raven,3,SUCCESS
pinch,4,SUCCESS
trail,3,SUCCESS
money,3,SUCCESS
IMBUE,6,SUCCESS
CROOK,4,SUCCESS
QUASH,3,SUCCESS
annex,6,FAIL
OZONE,6,FAIL
scree,5,SUCCESS
FOCUS,6,FAIL
THICK,5,SUCCESS
CURIO,3,SUCCESS
brute,4,SUCCESS
BEGET,5,SUCCESS
loamy,4,SUCCESS
creed,5,SUCCESS
ELDER,6,FAIL
AROSE,3,SUCCESS
retry,6,FAIL
PARRY,6,FAIL
point,6,SUCCESS
canal,5,SUCCESS
excel,6,FAIL
PORCH,4,SUCCESS
clasp,6,FAIL
roomy,6,SUCCESS
EXILE,6,FAIL
GROWL,4,SUCCESS
brink,4,SUCCESS
grove,3,SUCCESS
edify,4,SUCCESS
POPPY,6,FAIL
lobby,6,SUCCESS
WORSE,6,SUCCESS
showy,6,FAIL
store,4,SUCCESS
blurb,6,SUCCESS
sooth,4,SUCCESS
crony,3,SUCCESS
LEASH,4,SUCCESS
WORDY,5,SUCCESS
LYMPH,5,SUCCESS
SOAPY,4,SUCCESS
scoop,6,FAIL
TRIED,3,SUCCESS
ENVOY,4,SUCCESS
TRASH,3,SUCCESS
GRAPH,4,SUCCESS
geeky,6,FAIL
ARROW,3,SUCCESS
wimpy,5,SUCCESS
STOCK,4,SUCCESS
uncut,6,FAIL
FUDGE,4,SUCCESS
armor,5,SUCCESS
SUGAR,2,SUCCESS
DITTO,4,SUCCESS
seize,6,FAIL
refit,6,SUCCESS
BONUS,6,FAIL
swell,6,FAIL
FORGE,3,SUCCESS
CINCH,4,SUCCESS
GRAFT,5,SUCCESS
fence,4,SUCCESS
HOWDY,6,FAIL
pixel,4,SUCCESS
BLAST,4,SUCCESS
mushy,6,FAIL
GRATE,6,FAIL
ABASE,3,SUCCESS
murky,5,SUCCESS
SAPPY,6,FAIL
swift,4,SUCCESS
unite,3,SUCCESS
child,4,SUCCESS
cache,5,SUCCESS
quote,5,SUCCESS
crane,1,SUCCESS
EXERT,5,SUCCESS
below,4,SUCCESS
march,6,FAIL
SPOON,4,SUCCESS
waive,6,FAIL
HUMOR,4,SUCCESS
speck,6,FAIL
other,5,SUCCESS
hutch,6,FAIL
poise,3,SUCCESS
SAUCE,3,SUCCESS
fluid,4,SUCCESS
TYING,6,FAIL
WIDER,6,FAIL
VOILA,5,SUCCESS
ERECT,6,FAIL
brash,3,SUCCESS
brick,3,SUCCESS
FOGGY,6,SUCCESS
DEIGN,6,FAIL
caste,3,SUCCESS
gruff,6,FAIL
APPLE,6,SUCCESS
CLAIM,2,SUCCESS
skill,4,SUCCESS
hotly,5,SUCCESS
roost,4,SUCCESS
flint,3,SUCCESS
STEED,5,SUCCESS
STICK,6,SUCCESS
INBOX,5,SUCCESS
GLADE,6,SUCCESS
tonga,6,FAIL
FLUSH,3,SUCCESS
moose,5,SUCCESS
SHARD,2,SUCCESS
dress,4,SUCCESS
DREAD,6,FAIL
frank,3,SUCCESS
caper,6,FAIL
brawn,5,SUCCESS
upset,6,SUCCESS
CRYPT,6,SUCCESS
ROUGH,3,SUCCESS
FORCE,3,SUCCESS
STIFF,5,SUCCESS
BULLY,6,FAIL
CLAMP,4,SUCCESS
MANGE,4,SUCCESS
SHANK,4,SUCCESS
humph,5,SUCCESS
SAUCY,4,SUCCESS
grill,3,SUCCESS
BLINK,4,SUCCESS
DINGO,4,SUCCESS
INLAY,5,SUCCESS
idiot,4,SUCCESS
MOULT,5,SUCCESS
UMBRA,6,FAIL
TOXIC,4,SUCCESS
FILLY,4,SUCCESS
dozen,5,SUCCESS
femme,4,SUCCESS
SKIRT,4,SUCCESS
count,5,SUCCESS
SPOKE,5,SUCCESS
junto,6,FAIL
thorn,3,SUCCESS
FETUS,6,SUCCESS
dryer,6,FAIL
RUMOR,6,FAIL
PIQUE,6,FAIL
SAVOY,6,FAIL
eclat,4,SUCCESS
SHIED,6,SUCCESS
TITAN,5,SUCCESS
ROACH,5,SUCCESS
CHUNK,3,SUCCESS
widow,4,SUCCESS
WRING,5,SUCCESS
stand,2,SUCCESS
peril,6,SUCCESS
cover,4,SUCCESS
BOXER,6,FAIL
moody,6,FAIL
CAGEY,6,SUCCESS
SKULL,6,FAIL
broke,6,SUCCESS
serum,6,FAIL
alike,5,SUCCESS
CYBER,3,SUCCESS
THUMP,3,SUCCESS
deuce,6,SUCCESS
joker,6,SUCCESS
knoll,6,SUCCESS
REHAB,6,FAIL
REIGN,6,FAIL
NANNY,6,FAIL
DRUNK,3,SUCCESS
SLASH,6,FAIL
LABEL,6,FAIL
cedar,4,SUCCESS
vigor,6,FAIL
ENEMA,6,FAIL
queen,6,FAIL
shrew,6,FAIL
FIEND,4,SUCCESS
SHOAL,4,SUCCESS
SALSA,6,FAIL
drive,4,SUCCESS
yacht,4,SUCCESS
VERSO,6,FAIL
buddy,5,SUCCESS
EATER,6,FAIL
WRUNG,5,SUCCESS
slate,3,SUCCESS
MAIZE,6,FAIL
TROOP,4,SUCCESS
dwell,5,SUCCESS
MANIA,3,SUCCESS
FALSE,5,SUCCESS
SULKY,3,SUCCESS
CRUMB,4,SUCCESS
stash,6,FAIL
RENAL,3,SUCCESS
PATIO,3,SUCCESS
STUNK,5,SUCCESS
froth,6,SUCCESS
LAYER,6,FAIL
spike,6,SUCCESS
shore,4,SUCCESS
AISLE,4,SUCCESS
randy,4,SUCCESS
CREST,3,SUCCESS
AFOUL,4,SUCCESS
KHAKI,6,SUCCESS
error,6,FAIL
filmy,6,FAIL
azure,6,FAIL
SNORT,3,SUCCESS
GAUZE,5,SUCCESS
SERVE,6,FAIL
FOAMY,4,SUCCESS
heavy,5,SUCCESS
vowel,6,SUCCESS
civil,4,SUCCESS
zesty,6,SUCCESS
rigor,4,SUCCESS
LODGE,6,FAIL
PHOTO,3,SUCCESS
JUROR,5,SUCCESS
SHEEN,6,FAIL
album,4,SUCCESS
UNFIT,3,SUCCESS
debut,4,SUCCESS
TRAIT,6,FAIL
RELAY,6,FAIL
viral,3,SUCCESS
OXIDE,5,SUCCESS
baker,6,FAIL
musty,5,SUCCESS
shush,6,FAIL
magic,4,SUCCESS
adult,4,SUCCESS
testy,6,FAIL
scrub,4,SUCCESS
TUMOR,5,SUCCESS
EAGER,6,FAIL
trope,4,SUCCESS
MAXIM,6,FAIL
FIERY,4,SUCCESS
admin,6,SUCCESS
GRACE,2,SUCCESS
style,4,SUCCESS
gooey,4,SUCCESS
scare,2,SUCCESS
SCION,4,SUCCESS
EKING,6,FAIL
dance,6,FAIL
windy,4,SUCCESS
ALLOY,6,FAIL
WREST,4,SUCCESS
CARAT,5,SUCCESS
ELEGY,5,SUCCESS
TAWNY,6,FAIL
eight,4,SUCCESS
VISOR,3,SUCCESS
GAWKY,4,SUCCESS
SLEPT,3,SUCCESS
PILOT,6,FAIL
tooth,6,FAIL
LOUSY,5,SUCCESS
DAILY,6,FAIL
FLOWN,4,SUCCESS
goofy,6,FAIL
scram,5,SUCCESS
drink,3,SUCCESS
TAKEN,6,FAIL
comfy,4,SUCCESS
ESTER,6,FAIL
stilt,6,FAIL
BRACE,6,FAIL
LEGGY,5,SUCCESS
BLOOM,5,SUCCESS
befit,6,SUCCESS
wrath,4,SUCCESS
SEWER,6,FAIL
SHOVE,4,SUCCESS
KRILL,6,FAIL
FROWN,5,SUCCESS
STAID,4,SUCCESS
PASTE,6,SUCCESS
PROBE,5,SUCCESS
PROWL,4,SUCCESS
forte,4,SUCCESS
crust,3,SUCCESS
WHINE,6,FAIL
WOMEN,6,FAIL
crate,2,SUCCESS
SCORN,3,SUCCESS
ought,4,SUCCESS
STUMP,5,SUCCESS
heave,6,FAIL
FLOOR,4,SUCCESS
BILLY,6,SUCCESS
smirk,5,SUCCESS
EXIST,5,SUCCESS
unlit,4,SUCCESS
saner,3,SUCCESS
LADEN,3,SUCCESS
agent,4,SUCCESS
quest,6,FAIL
wharf,4,SUCCESS
boast,4,SUCCESS
GLOVE,5,SUCCESS
SHUNT,4,SUCCESS
junta,6,FAIL
plant,3,SUCCESS
light,5,SUCCESS
jerky,5,SUCCESS
clang,5,SUCCESS
magma,6,FAIL
scuba,5,SUCCESS
BREAK,4,SUCCESS
RUMBA,6,FAIL
APRON,4,SUCCESS
ALGAE,5,SUCCESS
staff,6,FAIL
MANGO,5,SUCCESS
impel,3,SUCCESS
CARGO,5,SUCCESS
shift,4,SUCCESS
corer,6,FAIL
TRIBE,2,SUCCESS
BOARD,2,SUCCESS
agony,6,FAIL
axion,6,FAIL
villa,6,SUCCESS
exact,6,FAIL
hunky,6,SUCCESS
taper,6,FAIL
stark,3,SUCCESS
outer,6,FAIL
grail,3,SUCCESS
choke,2,SUCCESS
inter,6,SUCCESS
banal,4,SUCCESS
unify,6,FAIL
QUEUE,6,SUCCESS
twist,6,FAIL
spiel,6,FAIL
DODGE,6,FAIL
EVADE,6,FAIL
STRAY,6,FAIL
seedy,5,SUCCESS
dairy,4,SUCCESS
NEVER,5,SUCCESS
UTTER,6,FAIL
teddy,6,SUCCESS
MODAL,4,SUCCESS
trout,5,SUCCESS
given,6,SUCCESS
lapel,6,FAIL
broad,4,SUCCESS
ALTAR,6,FAIL
fetid,6,FAIL
loser,5,SUCCESS
AVOID,3,SUCCESS
CURVE,4,SUCCESS
FRIAR,6,FAIL
LAPSE,2,SUCCESS
rouge,6,FAIL
ETHOS,3,SUCCESS
VEGAN,5,SUCCESS
SQUAT,6,FAIL
posit,5,SUCCESS
talon,4,SUCCESS
NINNY,6,FAIL
jetty,6,FAIL
GNASH,6,FAIL
OPIUM,6,FAIL
pitch,4,SUCCESS
bring,3,SUCCESS
lucky,4,SUCCESS
nymph,4,SUCCESS
THUMB,4,SUCCESS
LIVID,6,FAIL
trunk,5,SUCCESS
lupus,6,SUCCESS
GRAND,4,SUCCESS
REEDY,5,SUCCESS
FIRST,3,SUCCESS
stunt,6,SUCCESS
HOVEL,6,SUCCESS
noose,5,SUCCESS
FOLLY,6,FAIL
under,3,SUCCESS
KAPPA,5,SUCCESS
dilly,4,SUCCESS
crave,2,SUCCESS
STRAP,5,SUCCESS
NUTTY,4,SUCCESS
IONIC,6,FAIL
cigar,6,FAIL
MUCUS,5,SUCCESS
lemon,4,SUCCESS
globe,5,SUCCESS
NASTY,6,FAIL
easel,6,SUCCESS
WHOSE,4,SUCCESS
midge,3,SUCCESS
weary,6,SUCCESS
EERIE,6,FAIL
shirt,3,SUCCESS
ROWER,5,SUCCESS
heart,2,SUCCESS
logic,4,SUCCESS
fight,4,SUCCESS
omega,6,FAIL
rival,3,SUCCESS
tangy,6,FAIL
THETA,4,SUCCESS
rainy,3,SUCCESS
mulch,6,SUCCESS
SNIPE,3,SUCCESS
corny,4,SUCCESS
AGATE,5,SUCCESS
CARVE,3,SUCCESS
DUNCE,4,SUCCESS
wacky,4,SUCCESS
HARRY,5,SUCCESS
SNOOP,6,SUCCESS
cress,5,SUCCESS
round,5,SUCCESS
seven,3,SUCCESS
crash,2,SUCCESS
tibia,6,FAIL
blitz,5,SUCCESS
sigma,3,SUCCESS
DYING,4,SUCCESS
SUSHI,4,SUCCESS
COUGH,4,SUCCESS
total,6,SUCCESS
ENEMY,3,SUCCESS
brown,5,SUCCESS
shelf,4,SUCCESS
FECAL,5,SUCCESS
GLOSS,5,SUCCESS
LAGER,5,SUCCESS
CURSE,4,SUCCESS
privy,6,SUCCESS
FRIED,3,SUCCESS
feral,6,FAIL
exult,4,SUCCESS
atone,2,SUCCESS
bagel,4,SUCCESS
FOIST,6,SUCCESS
WHOOP,5,SUCCESS
scour,3,SUCCESS
giver,6,SUCCESS
judge,5,SUCCESS
marry,6,FAIL
URBAN,3,SUCCESS
ensue,3,SUCCESS
BATCH,4,SUCCESS
SPINE,4,SUCCESS
stake,4,SUCCESS
dough,4,SUCCESS
ASSET,5,SUCCESS
PRIZE,6,FAIL
wooer,6,FAIL
cobra,5,SUCCESS
flail,4,SUCCESS
HUSKY,5,SUCCESS
idiom,5,SUCCESS
cameo,4,SUCCESS
CATTY,4,SUCCESS
SHEIK,4,SUCCESS
VAUNT,6,FAIL
baggy,5,SUCCESS
askew,6,FAIL
GRIMY,4,SUCCESS
CLOCK,6,FAIL
aping,4,SUCCESS
TODDY,6,SUCCESS
GOLEM,4,SUCCESS
mummy,6,FAIL
snake,5,SUCCESS
ASCOT,3,SUCCESS
dizzy,6,SUCCESS
FEMUR,6,FAIL
naval,5,SUCCESS
NORTH,4,SUCCESS
welsh,6,FAIL
cross,5,SUCCESS
mayor,6,FAIL
CLACK,3,SUCCESS
cable,5,SUCCESS
pinto,4,SUCCESS
blunt,3,SUCCESS
haunt,4,SUCCESS
pulpy,6,SUCCESS
group,4,SUCCESS
plank,5,SUCCESS
TREAD,4,SUCCESS
gloom,6,SUCCESS
reply,5,SUCCESS
stink,6,SUCCESS
preen,6,FAIL
IGLOO,6,SUCCESS
RISER,3,SUCCESS
BULKY,4,SUCCESS
CELLO,5,SUCCESS
CACTI,6,FAIL
THONG,3,SUCCESS
often,4,SUCCESS
ample,5,SUCCESS
spite,4,SUCCESS
quiet,6,SUCCESS
mocha,4,SUCCESS
iliac,6,SUCCESS
attic,4,SUCCESS
clown,5,SUCCESS
equip,4,SUCCESS
HASTE,5,SUCCESS
forth,3,SUCCESS
wispy,4,SUCCESS
BUYER,6,SUCCESS
paddy,4,SUCCESS
OCEAN,4,SUCCESS
SNUFF,5,SUCCESS
RANGE,3,SUCCESS
GAUDY,6,FAIL
SPADE,5,SUCCESS
PRUNE,6,SUCCESS
MINER,5,SUCCESS
DIGIT,4,SUCCESS
bench,4,SUCCESS
peace,4,SUCCESS
tiara,6,FAIL
JEWEL,6,FAIL
RECUR,6,FAIL
diode,6,FAIL
ENDOW,3,SUCCESS
SUITE,6,FAIL
LANCE,3,SUCCESS
COMIC,6,SUCCESS
ingot,4,SUCCESS
PRUDE,5,SUCCESS
argue,5,SUCCESS
flunk,4,SUCCESS
dutch,4,SUCCESS
LOATH,6,FAIL
blurt,6,FAIL
hurry,5,SUCCESS
SPRIG,6,FAIL
pasta,4,SUCCESS
VIVID,3,SUCCESS
RENEW,6,FAIL
denim,3,SUCCESS
ABOVE,6,FAIL
adore,2,SUCCESS
knack,6,FAIL
PIGGY,4,SUCCESS
alibi,6,SUCCESS
MOTTO,5,SUCCESS
coyly,6,FAIL
POESY,6,FAIL
freed,6,FAIL
godly,5,SUCCESS
suing,4,SUCCESS
login,5,SUCCESS
woken,6,SUCCESS
fishy,3,SUCCESS
TRIPE,3,SUCCESS
fluff,6,SUCCESS
found,4,SUCCESS
SLANT,2,SUCCESS
gleam,4,SUCCESS
CLOVE,6,FAIL
STEER,4,SUCCESS
relax,5,SUCCESS
MAMMY,6,FAIL
HARPY,6,FAIL
moldy,6,FAIL
artsy,5,SUCCESS
noisy,3,SUCCESS
leaky,6,FAIL
abbey,4,SUCCESS
quark,5,SUCCESS
cried,6,SUCCESS
PLAIT,4,SUCCESS
CHILL,4,SUCCESS
STEEL,6,FAIL
essay,6,FAIL
admit,5,SUCCESS
WOULD,4,SUCCESS
ARDOR,4,SUCCESS
along,4,SUCCESS
THROW,3,SUCCESS
OFFER,6,FAIL
salon,6,FAIL
STRIP,4,SUCCESS
MUSIC,5,SUCCESS
PRISM,5,SUCCESS
CLOAK,6,FAIL
BATHE,3,SUCCESS
LIEGE,6,FAIL
SWISH,6,SUCCESS
SEGUE,6,FAIL
DROSS,3,SUCCESS
TIMER,3,SUCCESS
pudgy,4,SUCCESS
OWNER,6,SUCCESS
shirk,6,FAIL
TATTY,6,FAIL
clone,2,SUCCESS
BURST,3,SUCCESS
TENSE,3,SUCCESS
SHAME,6,SUCCESS
VODKA,4,SUCCESS
charm,4,SUCCESS
spawn,4,SUCCESS
hussy,6,FAIL
optic,4,SUCCESS
THIRD,3,SUCCESS
quail,6,FAIL
PLUMB,4,SUCCESS
ombre,6,FAIL
SCREW,5,SUCCESS
sandy,3,SUCCESS
APHID,4,SUCCESS
drawl,4,SUCCESS
onset,6,SUCCESS
SMACK,4,SUCCESS
QUICK,5,SUCCESS
milky,5,SUCCESS
dusty,4,SUCCESS
FOLIO,5,SUCCESS
BLEEP,6,FAIL
PAGAN,5,SUCCESS
SAINT,3,SUCCESS
stove,3,SUCCESS
joust,4,SUCCESS
CURLY,4,SUCCESS
EATEN,3,SUCCESS
PITHY,5,SUCCESS
SQUIB,6,FAIL
QUEER,6,FAIL
rinse,4,SUCCESS
LUNGE,4,SUCCESS
clued,5,SUCCESS
quirk,6,FAIL
abyss,5,SUCCESS
vogue,3,SUCCESS
HELIX,6,FAIL
drake,5,SUCCESS
boule,6,SUCCESS
GULLY,6,SUCCESS
newer,5,SUCCESS
polar,5,SUCCESS
lyric,4,SUCCESS
nasal,6,FAIL
prior,6,SUCCESS
KNOWN,5,SUCCESS
BASAL,3,SUCCESS
crown,5,SUCCESS
TORCH,3,SUCCESS
GUISE,4,SUCCESS
MAMBO,5,SUCCESS
WOODY,5,SUCCESS
plaza,6,FAIL
motif,4,SUCCESS
STALL,6,SUCCESS
teary,4,SUCCESS
flood,5,SUCCESS
UNION,3,SUCCESS
SAUNA,6,FAIL
snide,4,SUCCESS
theme,5,SUCCESS
quasi,6,FAIL
AWOKE,6,FAIL
green,6,SUCCESS
could,4,SUCCESS
SLICE,4,SUCCESS
diner,3,SUCCESS
REBUT,4,SUCCESS
golly,5,SUCCESS
SHELL,3,SUCCESS
perky,6,FAIL
FLAKY,5,SUCCESS
stair,3,SUCCESS
CANNY,6,SUCCESS
HASTY,4,SUCCESS
STEEP,4,SUCCESS
ANNOY,5,SUCCESS
MYRRH,4,SUCCESS
tweed,6,SUCCESS
AMISS,3,SUCCESS
TIGHT,6,FAIL
DISCO,4,SUCCESS
DRAMA,4,SUCCESS
exalt,6,SUCCESS
PECAN,4,SUCCESS
MIDST,5,SUCCESS
blush,4,SUCCESS
allot,3,SUCCESS
brain,4,SUCCESS
mouse,3,SUCCESS
sully,6,FAIL
align,3,SUCCESS
ANGEL,5,SUCCESS
CHEEK,5,SUCCESS
oaken,4,SUCCESS
sheer,5,SUCCESS
CABIN,2,SUCCESS
BOBBY,6,SUCCESS
onion,6,FAIL
HAVOC,4,SUCCESS
zonal,6,FAIL
untie,4,SUCCESS
PLUSH,4,SUCCESS
smite,5,SUCCESS
GEESE,6,FAIL
KNOCK,6,FAIL
CLOUT,3,SUCCESS
crock,6,FAIL
NICER,4,SUCCESS
SALVE,4,SUCCESS
OVOID,6,FAIL
shrug,6,SUCCESS
